Gene	FTY_1	FTY_2	FTY_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
CARD19	561.0204595	649.2219709	630.1109342	536.3820445	515.5262142	429.9262025
BET1L	982.8867077	948.7082671	840.1479122	1190.196844	1129.343419	1043.689627
TRPC4	335.5554083	263.3067436	228.0080564	363.9357462	338.0006502	453.2706117
UBR1	701.9361165	660.2768342	700.8720551	813.5656652	818.4229393	797.6006472
PTGS1	1388.899944	1619.034977	1751.056945	1345.715899	1341.972908	1252.816626
SHROOM2	89.83373135	125.6234464	62.89877418	170.3303928	145.4305468	117.6947297
KIAA1549L	1648.713187	1631.094828	1516.309735	1912.778573	1834.430828	1716.786759
BCAT2	457.9758853	410.034929	452.6465356	360.7618879	307.9115715	358.9202913
ROR2	7.045782851	3.014962713	0	17.98519676	11.03266217	22.37172547
MYORG	78.38433421	69.3441424	47.17408063	120.6066136	103.3058367	93.37763675
SQLE	691.3674422	641.1820703	594.1687775	778.6532244	772.2863521	862.7704562
FNDC5	6.165059994	5.024937855	0	10.57952751	24.07126292	14.59025574
LSM4	2665.067363	2483.324288	2562.001855	2145.528178	2182.461172	2283.861365
RBCK1	1696.272221	1921.536236	1964.463501	1649.348338	1543.569735	1551.430527
CRNDE	274.7855312	287.4264453	307.7547165	208.4166919	248.7363835	218.8538361
TSPAN2	44.91686567	44.21945313	59.52919699	82.52031455	79.23457378	91.43226932
AC080038.1	70.45782851	72.35910512	62.89877418	96.2737003	106.3147446	104.0771576
METAP1D	89.83373135	83.4139684	65.14515897	116.3748026	123.3652225	116.7220459
RETREG2	1949.920404	1974.800577	2116.094474	1821.794636	1755.196255	1684.688196
ADAT1	385.7566111	385.9152273	299.8923697	449.629919	500.4816749	427.9808351
COLQ	6.165059994	5.024937855	3.369577188	11.63748026	22.06532434	18.48099061
PCCB	487.0397395	472.3441584	343.6968732	574.4683436	541.6034157	529.1399416
PFDN4	496.727691	447.2194691	540.2555425	399.9061397	356.0540974	418.2539979
OASL	6.165059994	16.07980114	8.985539168	28.56472427	35.10392509	19.45367432
RAB1A	3761.567319	3605.895405	3749.216218	4429.648167	4189.402718	4089.162343
TRNT1	268.6204712	260.2917809	242.6095575	339.6028329	334.9917423	312.2314729
CSPG4	3552.836002	3050.137278	3203.344713	3875.280925	3686.915104	3930.614897
DLAT	808.5035821	738.6658647	735.6910194	884.4484995	852.5238951	1035.908158
CSGALNACT2	630.5975651	699.4713495	642.4660505	514.1650368	491.4549513	613.7634249
TMTC3	1011.950562	970.8179937	990.6556933	1136.241254	1099.25434	1213.909278
TM9SF2	2510.940863	2569.753219	2413.740459	2827.907702	2772.207113	2810.083256
RCN1	2918.715546	3401.882928	3376.316342	2904.0803	2809.316977	2662.235331
ACSL1	489.6819081	429.1296928	491.9582695	545.9036193	588.7429723	566.1019228
ZNF358	651.7349137	627.1122443	676.1618224	463.3833048	558.6538936	533.0306764
KLF6	6135.99614	5827.922925	6094.441941	5362.762493	4800.211014	5509.280568
ZNF808	23.77951712	28.13965199	7.862346772	58.18740128	42.12471011	30.1531952
TMEM39A	539.8831109	527.6184748	473.9871911	609.3807843	668.9805154	651.6980898
PRR16	857.8240621	1035.137198	970.4382302	796.6384212	851.5209258	674.0698153
GRPEL2	301.2072169	285.4164702	368.4071059	243.3291326	249.7393528	249.979715
SAFB	1678.657764	1572.805549	1592.686818	1283.296686	1306.868983	1513.495862
SZT2	542.5252795	608.0174805	515.5453098	648.5250361	730.1616419	648.7800387
PKIG	608.5794937	634.1471573	671.6690528	506.7593675	533.5796614	550.5389833
EXOSC8	516.9843167	455.2593697	445.9073812	322.6755889	282.8373393	418.2539979
FKBP9P1	41.39397425	35.17456499	31.44938709	17.98519676	18.05344719	19.45367432
TUBB2A	1372.16621	1303.46888	1216.417365	1536.147394	1526.519257	1563.102732
NUS1	1203.067422	1083.376602	1080.511085	1289.644403	1258.726457	1452.216788
SLC35E1	1129.967425	1185.885334	1277.069754	1433.525977	1429.231236	1323.822538
PAFAH2	225.4650512	249.2369176	226.884864	345.9505494	288.8551551	284.0236451
TEP1	474.7096196	534.6533878	517.7916946	594.5694458	616.8261124	605.9819552
AFTPH	376.9493825	403.000016	500.9438086	337.4869274	305.905633	354.0568727
DYRK1B	376.9493825	447.2194691	369.5302983	333.2551164	314.9323566	246.0889802
TAF7L	14.0915657	11.05486328	0	21.15905501	26.0772015	19.45367432
ALG11	138.2734884	115.5735707	83.11623731	167.1565346	174.5166562	152.7113434
SMARCD1	1153.746942	1120.561142	1092.866201	934.1722788	920.7258067	1031.044739
RAB30	228.1072198	249.2369176	156.123743	297.2847229	299.8878172	266.5153382
GOLGA3	2510.060141	2515.48389	2595.697627	2984.484709	2814.331823	2730.323191
SLTM	1126.444533	1025.087322	1128.808358	896.0859797	944.7970697	974.6290836
FANCE	230.7493884	165.8229492	297.6459849	110.0270861	109.3236524	201.3455292
LRP1	25384.19416	29045.14579	28340.39054	35931.24927	36467.96333	29129.93193
ATP2B4	9072.326143	9191.616325	9543.765789	10242.04058	10494.06766	10364.91768
BMP1	2252.889066	2487.344238	2314.899528	2864.936049	2761.174451	2569.830378
IRS2	1298.18549	1373.81801	1460.150115	1111.908341	1144.387958	1190.564869
LSG1	649.0927451	599.9775799	558.2266208	683.4374769	711.1052255	764.5294009
SLC22A23	129.4662599	210.0424024	126.9207408	246.5029909	250.7423221	178.0011201
HCCS	499.3698595	544.7032635	543.6251197	622.0762173	684.0250547	601.1185366
SYDE1	2756.66254	2907.429043	2809.104182	2510.521877	2368.01049	2410.310249
ZDHHC13	255.4096283	252.2518803	327.9721796	170.3303928	203.6027655	224.6899384
CLK4	177.906017	187.9326758	142.6454343	246.5029909	213.6324584	224.6899384
ARHGAP31	1098.261402	993.9327078	1092.866201	1283.296686	1243.681918	1235.308319
CNIH4	742.4493679	715.5511506	771.6331761	599.8592096	615.8231431	652.6707735
PTGFR	295.0421569	314.5611097	332.4649492	247.5609436	228.6769978	264.5699708
SEC24D	3167.960114	3381.783177	3112.366129	3720.819824	3604.671622	3439.40962
EMP3	3781.823945	4164.668494	3750.33941	3615.024549	3349.917423	3156.358659
FKBP7	255.4096283	277.3765696	258.3342511	325.8494472	322.9561109	368.6471284
CALHM2	988.1710448	1061.266875	1038.952966	829.4349565	878.6010966	943.5032047
ZFAND6	1188.975856	1186.890321	1450.041383	987.0699163	1052.114784	1154.575571
LENG8	2867.63362	3226.010103	2873.126149	3834.020768	3370.979778	3324.632942
TMEM121	110.090357	112.558608	104.4568928	66.65102329	63.18706517	73.92396243
NR4A2	59.00843137	96.47880682	81.99304491	42.31811002	58.17221873	48.63418581
KLF3	718.6698508	812.0299574	828.9159883	683.4374769	609.8053273	697.4142245
SIPA1L1	1676.015596	1876.311795	1623.013012	2188.904241	2161.398816	1818.918549
THRA	944.134902	937.6534038	1102.974933	832.6088147	852.5238951	846.234833
SLC25A16	398.0867311	344.7107369	378.5158375	464.4412575	417.235224	487.3145418
GPR137C	68.69638279	59.29426669	35.94215667	72.99873979	102.3028674	106.9952088
TNC	8974.565906	6430.915467	6721.183298	8279.538226	8604.473525	10956.30938
UPP1	565.4240738	640.1770828	673.9154376	533.2081863	525.5559071	349.1934541
CLK1	595.3686509	658.266859	550.364274	698.2488154	726.1497648	727.5674197
GOLGA8B	269.501194	291.4463956	239.2399804	436.934486	420.2441318	292.7777986
MPP3	122.420477	127.6334215	85.3626221	147.0554323	165.4899326	164.383548
YIPF5	1947.278235	2218.007569	2045.333353	2447.044712	2416.153016	2309.151142
ATG4D	257.171074	264.3117312	274.0589446	217.9382666	160.4750861	216.9084687
MICA	1081.527668	1194.930222	1036.706582	1327.730702	1295.836321	1227.52685
UAP1	4425.632353	4735.501435	4625.306287	4184.203129	4004.856369	4204.911705
CRABP2	1624.052947	1334.623494	1184.967978	1514.988339	1756.199224	1890.897144
COTL1	9492.430945	9018.758463	8801.335615	8328.204053	8141.101714	8329.090661
PTCH2	7.926505707	2.009975142	0	10.57952751	18.05344719	13.61757203
VAT1	10534.32608	11351.33462	11721.63584	10108.73853	10073.82353	9582.879971
PLPP5	711.6240679	679.371598	646.9588201	824.1451927	842.4942022	746.0484103
H6PD	1640.786681	1743.653436	1607.288319	2004.820462	2238.627452	1752.776056
ADD3	1256.791516	1372.813022	1288.301678	1552.016685	1562.626151	1454.162156
PIM3	416.581911	380.8902894	323.4794101	306.8062977	252.7482607	294.723166
PDE6D	320.5831197	325.615973	344.8200656	233.8075579	236.7007521	301.531952
ATP13A3	3439.222754	3596.850517	3474.034081	3933.468327	4032.939509	3753.586461
MAK16	462.3794996	397.9750781	396.4869158	493.0059818	544.6123236	511.6316347
SLC39A9	917.7132163	942.6783417	876.0900689	1055.836845	1064.150415	1018.399851
LRRN4CL	134.750597	153.7630984	244.8559423	134.3599993	128.3800689	71.97859499
SPATA18	346.1240825	530.6334375	579.5672763	737.3930672	790.3397993	583.6102297
NHSL2	198.1626427	161.8029989	202.1746313	246.5029909	266.7898307	269.4333894
SFXN5	280.0698683	257.2768182	196.5586693	335.3710219	298.8848479	355.0295564
ARHGAP21	3125.685417	3078.27693	3304.432029	2635.360302	2730.082403	3043.527348
TCF21	39.63252853	57.28429155	83.11623731	40.20220452	37.10986367	25.28977662
ATP2C1	2748.736035	2850.144752	2841.676762	3075.468646	3168.379982	3105.779106
DOP1A	184.071077	180.8977628	160.6165126	231.6916524	213.6324584	257.7611848
LRRN3	32.58674568	64.31920455	44.92769584	96.2737003	109.3236524	61.27907412
TOP1	1200.425253	1088.401539	1068.155969	1252.616057	1293.830382	1291.723975
MARCKS	7214.881639	6454.030181	6557.197208	7725.170985	7612.536899	7596.659823
ANKRD28	1226.846939	1174.830471	1317.504681	1038.909601	966.862394	1133.176529
HAPLN3	190.236137	214.0623526	130.2903179	282.4733844	248.7363835	203.2908967
CNNM3	189.3554141	200.9975142	305.5083317	179.8519676	147.4364854	168.2742829
TESK2	26.42168569	47.23441584	43.80450344	15.86929126	11.03266217	25.28977662
ANKRD1	44.03614282	55.27431641	25.83342511	83.5782673	69.2048809	71.00591128
DHX33	509.9385338	457.2693448	418.9507637	509.9332258	571.6924944	611.8180575
GRK6	785.6047878	677.3616229	856.9957982	589.2796821	522.5469993	710.0591128
SNAI3-AS1	59.00843137	67.33416726	61.77558178	97.33165305	93.27614382	99.21373905
PKP4	1127.325256	1275.329228	1353.446837	1069.590231	1056.126661	1063.143302
FOS	57.24698566	52.2593537	52.79004261	28.56472427	32.09501723	32.09856263
LINC01089	55.48553995	50.24937855	25.83342511	76.17259804	76.22566592	65.16980898
AAK1	1314.919224	1326.583594	1451.164576	1192.31275	1118.310757	1194.455603
PDCD4	659.6614194	796.9551439	862.6117601	632.6557448	646.915191	498.0140627
AC098614.1	104.8060199	127.6334215	125.7975484	179.8519676	160.4750861	166.3289155
AL133243.2	24.66023998	34.16957742	28.0798099	11.63748026	15.04453933	13.61757203
TEDC1	290.6385426	206.0224521	270.6893674	144.9395268	157.4661783	214.9631013
NFATC4	1515.724036	1781.842964	1648.846437	1392.26582	1345.984785	1132.203846
INPP5K	472.067451	465.3092454	470.6176139	361.8198407	389.1520839	419.2266817
PCYOX1L	119.7783085	118.5885334	68.51473616	148.1133851	142.421639	156.6020783
IRF7	130.3469827	114.5685831	147.1382039	97.33165305	95.2820824	62.25175783
WDR3	592.7264823	578.8728409	589.6760079	685.5533824	685.028024	705.1956942
BCL6	557.4975681	575.8578782	418.9507637	407.311809	422.2500704	429.9262025
HAGH	400.7288996	442.1945313	440.2914192	371.3414155	363.0748824	295.6958497
ANK2	258.9325198	347.7256996	324.6026024	213.7064556	256.7601378	185.7825898
CLMP	6076.106986	6898.234688	6734.661607	7835.198071	7809.118879	6827.267004
AC005261.1	160.2915599	182.9077379	186.4499377	128.0122828	109.3236524	128.3942505
WISP1	90.7144542	112.558608	113.442432	155.5190543	155.4602397	132.2849854
AC019080.1	22.01807141	22.10972656	11.23192396	42.31811002	34.10095581	36.96198121
LINC01293	38.75180568	25.12468928	32.57257948	12.69543301	17.0504779	15.56293946
EARS2	487.0397395	489.4289471	308.8779089	555.4251941	533.5796614	581.6648623
CPSF6	1279.69031	1232.114762	1196.199902	1041.025507	1041.082121	1151.65752
PLEKHO2	800.5770764	798.965119	873.8436841	701.4226736	707.0933483	667.2610293
NUBPL	142.6771027	147.7331729	74.13069814	207.3587391	156.463209	180.9191712
TCF7	497.6084138	475.3591211	507.682963	576.5842491	576.7073408	614.7361086
KLHDC2	565.4240738	580.8828161	631.2341266	545.9036193	471.3955655	486.3418581
SH2B2	38.75180568	56.27930398	50.54365782	30.68062977	21.06235506	26.26246034
XDH	7.045782851	12.05985085	13.47830875	22.21700776	22.06532434	29.18051148
NOL7	1270.883082	1124.581092	1242.25079	1019.866452	993.9425648	1059.252567
APOLD1	154.1264999	184.9177131	214.5297476	126.9543301	96.28505169	147.8479249
SPACA6	127.7048142	109.5436452	76.37708293	129.0702356	159.4721169	161.4654969
MSI2	457.9758853	419.0798171	424.5667257	534.266139	520.5410607	497.0413789
MOB4	438.5999824	384.9102397	411.0884169	496.17984	494.4638592	509.6862673
CRELD2	1138.774653	1051.216999	896.307532	1391.207867	1158.429528	1258.652729
SLC31A1	1248.86501	1265.279352	1368.048338	1156.342356	1123.325603	1065.088669
SMAD3	1286.736093	1373.81801	1525.295274	1213.471805	1221.616593	1194.455603
INPP5B	312.656614	329.6359233	380.7622223	276.1256679	299.8878172	218.8538361
DIRC2	221.9421598	197.9825515	232.500826	177.7360621	175.5196255	139.0937714
SH3BP5L	2184.192684	2124.543725	2198.087519	2521.101405	2546.539023	2431.70929
UVRAG	319.7023968	344.7107369	379.6390299	267.6620459	269.7987386	303.4773194
DNAJC14	266.8590255	255.2668431	186.4499377	291.9949592	312.926418	307.3680543
FAM98A	1617.007164	1584.8654	1605.041934	1783.708337	1853.487245	1811.137079
VOPP1	2514.463755	2330.566177	2368.812763	2706.243136	2663.88643	2625.27335
DIP2B	694.8903336	576.8628658	706.4880171	762.7839332	781.3130757	812.190903
KLHL20	465.0216681	465.3092454	476.2335759	592.4535403	552.6360779	534.0033602
ZNF319	276.5469769	277.3765696	283.0444838	235.9234634	203.6027655	213.9904176
C15orf54	10.56867428	13.06483842	0	25.39086601	25.07423221	15.56293946
CORO2B	230.7493884	234.1621041	223.5152868	358.6459824	312.926418	249.0070313
LINC00900	17.61445713	22.10972656	35.94215667	10.57952751	14.04157004	6.808786013
RNASEL	110.9710799	121.6034961	69.63792855	170.3303928	167.4958712	128.3942505
AC010326.4	7.926505707	7.034912997	12.35511636	17.98519676	25.07423221	27.23514405
EZH1	567.1855195	678.3666105	670.5458604	559.6570051	552.6360779	451.3252443
DDB2	401.6096225	435.1596183	321.2330253	526.8604698	446.3213333	464.9428163
AHR	578.6349166	639.1720952	686.270554	495.1218873	574.7014022	437.7076723
PLXNB1	437.7192596	457.2693448	487.4654999	567.0626743	625.852836	577.7741274
UTP20	730.1192479	589.9277042	520.0380794	676.0318076	767.2715056	825.808475
BRF2	206.0891484	181.9027504	131.4135103	222.1700776	257.7631071	213.0177338
MORN4	200.8048112	222.1022532	310.0011013	177.7360621	159.4721169	198.4274781
YEATS4	180.5481855	156.7780611	169.6020518	120.6066136	95.2820824	144.9298737
SGMS1	692.2481651	669.3217223	748.0461357	574.4683436	540.6004464	638.0805178
C11orf24	1797.55535	1876.311795	1570.22297	2133.890698	2066.116734	1895.760563
LINC00205	391.9216711	409.0299414	406.5956474	540.6138555	455.3480569	477.5877046
PLS3	6038.235903	5805.813198	5832.738113	6353.006267	6501.246927	6915.781222
BTBD3	703.6975622	821.0748456	770.5099837	641.1193668	622.8439281	690.6054385
CMSS1	342.6011911	357.7755753	376.2694527	290.9370064	281.83437	298.6139009
ENDOV	284.4734826	294.4613583	285.2908686	206.3007864	240.7126292	221.7718873
ZNHIT3	323.2252883	282.4015075	334.711334	227.4598414	246.7304449	269.4333894
CDHR3	59.88915423	75.37406783	93.22496887	47.60787378	41.12174082	51.55223696
NECAB1	96.8795142	67.33416726	94.34816127	49.72377928	47.13955655	65.16980898
IRAK1	3899.840808	3559.665977	3961.499581	3244.741086	3388.030256	3371.32176
HECA	520.5072081	588.9227166	644.7124353	483.484407	425.2589783	509.6862673
CARMN	163.8144513	162.8079865	186.4499377	226.4018886	203.6027655	252.8977662
CARNS1	7.045782851	8.039900569	2.246384792	16.92724401	18.05344719	12.64488831
PLEKHM1	745.0915365	830.1197337	987.2861161	775.4793662	695.0577169	618.6268435
TUG1	1699.795113	1669.284356	1697.14371	1813.331014	1905.641648	2104.887562
UNC5B-AS1	0	4.019950284	0	5.289763753	9.026723596	10.69952088
DVL2	840.2096049	821.0748456	786.2346772	716.2340121	685.028024	689.6327547
NADSYN1	714.2662365	843.1845721	745.799751	999.7653493	939.7822232	854.9889865
ARSD	214.8963769	230.1421538	197.6818617	299.4006284	265.7868614	249.0070313
ZNF521	340.8397454	299.4862962	294.2764078	216.8803139	228.6769978	274.296808
WDTC1	1227.727662	1302.463892	1241.127598	1123.545821	1130.346388	1031.044739
WASL	1108.830076	1172.820495	1240.004405	1028.330074	979.9009948	996.0281253
SECISBP2L	1059.509596	1131.616005	1051.308083	1230.399049	1271.765058	1223.636115
BOLA3	364.6192625	372.8503889	465.001652	302.5744867	316.9382951	293.7504823
RNF130	628.8361194	607.0124929	751.4157129	589.2796821	533.5796614	546.6482485
MYL5	141.7963799	186.9276882	217.8993248	311.0381087	254.7541993	198.4274781
LINC01119	83.66867135	115.5735707	92.10177647	154.4611016	139.4127311	120.6127808
RINT1	362.8578168	326.6209606	284.1676762	404.1379507	385.1402067	433.8169374
PPFIBP1	2283.714366	2595.882896	2715.879214	3041.614158	2991.857387	2828.564247
FZD8	782.9626193	818.0598828	885.0756081	1188.080939	1159.432497	920.1587955
IRGQ	419.2240796	413.0498917	423.4435333	490.8900763	522.5469993	495.0960115
CCIN	62.5313228	67.33416726	38.18854146	101.5634641	84.24942022	85.59616702
IL27RA	101.2831285	92.45885654	99.96412325	156.5770071	142.421639	120.6127808
TCF4	1414.440907	1146.690819	1255.729099	1386.976056	1482.388608	1634.108643
IBTK	1324.607176	1267.289327	1330.982989	1426.120308	1514.483625	1551.430527
SLC26A4	6.165059994	4.019950284	4.492769584	15.86929126	16.04750861	17.50830689
HIST1H2BC	38.75180568	34.16957742	19.09427073	71.94078704	50.14846442	35.9892975
TAF13	889.5300849	882.3790874	801.9593708	1005.055113	1026.037582	1000.891544
CARD10	156.7686684	141.7032475	131.4135103	82.52031455	127.3770996	88.51421817
GLI2	623.5517823	544.7032635	450.4001508	652.7568471	709.0992869	649.7527224
UVSSA	252.7674598	276.371582	162.8628974	343.8346439	294.8729708	284.0236451
MRAS	2322.466172	2148.663427	2247.507984	2598.331955	2499.399467	2375.293635
ASPA	5.284337138	9.04488814	0	28.56472427	10.02969288	9.726837161
ADAMTS6	381.3529968	302.5012589	332.4649492	407.311809	444.3153948	414.3632631
THUMPD3-AS1	159.410837	120.5985085	95.47135366	149.1713378	186.5522876	199.4001618
PSMG2	624.4325051	586.9127415	691.8865159	530.034328	497.472767	555.4024019
BEGAIN	4.403614282	7.034912997	0	20.10110226	9.026723596	11.67220459
FBXL6	345.2433597	253.2568679	341.4504884	427.4129112	384.1372375	409.4998445
HDAC5	2106.689072	2092.384123	1935.260498	1892.677471	1810.359566	1705.114554
TRIM23	291.5192654	313.5561222	366.1607211	407.311809	415.2292854	395.8822725
RPL32	8089.439435	8172.558928	8224.014724	7049.139177	7344.744099	7179.378509
UBE2D2	1937.590284	1792.897827	1793.738256	1683.202826	1626.816186	1588.392508
TPI1P2	5.284337138	7.034912997	3.369577188	11.63748026	17.0504779	20.42635804
SLC25A28	476.4710653	484.4040093	478.4799607	414.7174782	411.2174082	373.510547
CALCOCO2	1196.021639	1241.15965	1232.142058	1015.634641	1101.260279	1011.591065
GLRX	821.714425	964.7880682	985.0397313	807.2179487	804.3813693	649.7527224
KEAP1	1601.154153	1462.256916	1616.273858	1349.94771	1386.103557	1356.893784
APOL6	442.1228739	464.3042578	423.4435333	355.4721242	356.0540974	309.3134217
AC242376.2	36.99035997	29.14463956	17.97107834	47.60787378	49.14549513	58.36102297
FBXW7	259.8132426	249.2369176	272.9357522	341.7187384	338.0006502	298.6139009
LMOD1	303.8493854	372.8503889	232.500826	409.4277145	432.2797633	383.2373842
SLC43A3	297.6843254	273.3566193	318.9866405	158.6929126	184.5463491	276.2421754
VPS26A	1538.62283	1554.715772	1731.962675	1416.598733	1382.091679	1424.00896
SLC35D1	570.7084109	486.4139844	540.2555425	572.3524381	620.8379895	738.2669405
COMMD7	458.8566081	518.5735867	493.0814619	390.384565	390.1550532	437.7076723
PDK2	327.6289026	366.8204634	407.7188398	295.1688174	310.9204794	269.4333894
LINC00475	31.70602283	60.29925426	23.58704032	59.24535403	86.2553588	50.57955324
LINC01605	216.6578227	304.511234	249.3487119	382.9788957	379.122391	260.6792359
FOSB	36.99035997	53.26434127	80.86985251	34.91244077	33.09798652	21.39904176
PHF19	820.8337021	637.1621201	763.7708293	498.2957455	465.3777498	664.3429781
SWSAP1	15.85301141	21.10473899	60.65238938	13.75338576	15.04453933	7.781469729
FLYWCH1	1315.799947	1641.144704	1460.150115	1307.6296	1246.690825	1044.662311
THBS1	83601.73641	94221.60474	93405.80285	107674.1991	109599.469	95411.5184
C15orf39	392.8023939	390.9401651	370.6534907	295.1688174	293.8700015	349.1934541
SGCD	1366.00115	1443.162152	1227.649289	1558.364402	1630.828063	1486.260718
SLC16A1	1204.828867	1249.199551	1314.135103	1343.599993	1515.486595	1395.801133
TSNARE1	88.95300849	102.5087322	120.1815864	61.36125953	64.19003446	79.76006472
PHF3	758.3023793	674.3466602	871.5972993	568.1206271	595.7637573	711.0317965
BOLA2B	11.44939713	9.04488814	220.1457096	17.98519676	4.011877154	1.945367432
PSTPIP2	148.8421627	195.9725764	243.7327499	275.0677152	302.8967251	227.6079896
RAD23B	4858.067275	5112.371774	4952.155274	4699.426118	4602.626064	4370.267937
BIRC6	1542.145721	1612.000064	1598.30278	1814.388967	1856.496153	1724.568229
ARID3B	42.2746971	42.20947798	80.86985251	32.79653527	19.05641648	33.07124635
PPM1M	483.5168481	467.3192205	622.2485874	439.0503915	409.2114697	416.3086305
SEMA7A	6325.351554	7270.080089	7094.083173	9270.839953	8308.597585	7025.694482
CTSL	2475.711949	2779.795622	2532.798853	2394.147075	2262.698715	2168.112003
KCNJ2	14.0915657	20.09975142	17.97107834	8.463622005	9.026723596	4.863418581
PATL1	841.0903278	670.3267099	769.3867913	628.4239338	585.7340644	683.7966524
CDH2	3430.415525	3081.291893	3062.945664	3414.013526	3614.701315	3951.041255
COL9A2	27.30240855	20.09975142	14.60150115	38.08629902	44.13064869	39.88003236
PIK3IP1	273.0240855	337.6758239	279.6749066	261.3143294	227.6740285	205.2362641
AC009404.1	29.06385426	27.13466442	15.72469354	46.54992103	49.14549513	40.85271608
POLE4	968.795142	1005.992559	1015.365926	889.7382632	824.4407551	825.808475
PPP1R12A	3130.089031	2688.341753	2839.430377	3175.974157	3172.391859	3845.01873
MROH6	51.08192567	67.33416726	96.59454606	51.83968478	36.10689438	39.88003236
SCYL2	1215.397542	1194.930222	1180.475208	1348.889757	1338.964	1334.522059
TUB	436.8385367	509.5286985	448.153766	533.2081863	597.7696959	521.3584718
FRAT1	32.58674568	32.15960227	41.55811865	20.10110226	16.04750861	17.50830689
PHF21A	464.1409453	528.6234624	472.8639987	428.470864	409.2114697	365.7290773
DLG3	183.1903541	186.9276882	265.0734055	157.6349598	162.4810247	145.9025574
RNPEPL1	1057.74815	1115.536204	1051.308083	922.5347985	895.6515745	880.2787631
MALAT1	2011.571004	2269.261935	2164.391747	3156.931008	3401.068857	2691.415843
KLF7	627.9553966	646.2070082	639.0964733	677.0897604	761.2536899	781.0650241
ZNF395	413.0590196	321.5960227	409.9652245	235.9234634	268.7957693	356.0022401
SNX9	2126.064975	2360.715804	2682.183442	1998.472746	2184.46711	1950.230851
CLTC	10612.71042	11054.86328	10878.11836	11842.72309	12081.76805	11463.07759
SEC23A	4254.772119	3968.695918	4209.7251	4512.168481	4711.949717	4910.107399
BMPR2	2477.473395	2498.399102	2928.162576	2991.890379	2962.771278	3006.565367
ZZEF1	1227.727662	1199.95516	1146.779436	1341.484088	1348.993693	1349.112314
FBXO22	642.0469623	653.2419212	719.9663258	882.332594	756.2388434	755.7752474
BAALC	1291.139707	1028.102285	1234.388443	1330.90456	1438.25796	1391.910398
PALM	21.13734855	17.08478871	2.246384792	34.91244077	35.10392509	26.26246034
CNPPD1	914.1903249	1013.027472	1041.199351	908.7814127	824.4407551	781.0650241
P2RY6	29.94457712	34.16957742	25.83342511	51.83968478	64.19003446	43.77076723
EEA1	970.5565877	948.7082671	986.1629237	1050.547081	1169.46219	1150.684836
PRAG1	775.9168364	704.4962873	567.21216	896.0859797	833.4674787	839.426047
ICMT	3072.842046	2998.882912	3067.438434	2597.274003	2523.47073	2953.067762
NMRAL2P	14.0915657	14.06982599	67.39154376	13.75338576	9.026723596	10.69952088
ABHD2	1546.549336	1716.518771	1616.273858	2075.703297	1987.88513	1703.169187
G3BP2	2161.293889	2170.773154	2289.066103	2423.769752	2516.449945	2385.993156
INSR	171.740957	173.8628498	168.4788594	112.1429916	117.3474067	148.8206086
ZBED3	55.48553995	54.26932884	58.40600459	27.50677152	39.11580225	34.04393006
NAT10	697.5325022	621.0823189	555.980236	707.7703901	717.1230412	801.4913821
MAMLD1	342.6011911	301.4962713	214.5297476	359.7039352	340.0065888	415.3359468
PDXK	1747.354147	1730.588597	1676.926247	1974.139833	2001.9267	1816.973182
UGCG	1134.371039	1417.032475	1444.425421	1124.603774	1184.50673	933.7763675
PTPRA	1306.111996	1290.404041	1498.338656	1191.254797	1142.382019	1260.598096
S1PR3	1032.207188	658.266859	589.6760079	923.5927513	927.7465918	1181.810715
NDST1	6714.631057	7436.908026	7354.663809	8761.96468	8505.179566	7430.330908
TP53	735.403585	741.6808274	762.6476369	585.0478711	689.0399011	640.9985689
SPTY2D1	515.2228709	528.6234624	409.9652245	572.3524381	634.8795596	589.446332
RSRP1	966.1529734	942.6783417	886.1988005	1056.894798	1064.150415	1109.83212
SATB2	557.4975681	510.5336861	440.2914192	630.5398393	581.7221873	588.4736483
NPLOC4	2996.219157	3017.977676	2658.596401	3385.448802	3119.234487	3185.53917
RERE	1829.261373	1957.715788	1892.579187	1668.391488	1644.869633	1627.299857
PCSK7	945.0156248	933.6334535	880.5828385	1188.080939	1069.165261	1018.399851
KRI1	549.5710623	565.8080025	770.5099837	497.2377928	473.4015041	549.5662996
OSMR	1081.527668	1161.765632	1297.287217	1011.40283	1026.037582	928.9129489
ITGA1	869.2734592	995.9426829	907.539456	1122.487868	1059.135569	1024.235953
AL449212.1	10.56867428	12.05985085	0	26.44881876	16.04750861	23.34440919
ATR	565.4240738	529.62845	535.7627729	623.1341701	643.9062831	657.5341921
MANF	1336.056573	1074.331713	998.5180401	1346.773851	1453.302499	1518.359281
DDRGK1	619.148168	654.2469088	663.806706	577.6422018	561.6628015	501.9047975
GANAB	8458.462312	8556.46418	8803.582	9570.240582	9346.670799	9474.912079
MCM3AP	1625.814393	1514.51627	1410.729649	1708.593692	1686.994343	1763.475577
MT1E	1078.004776	971.8229812	869.3509145	811.4497597	742.1972734	792.7372287
SH3D21	59.88915423	52.2593537	46.05088824	82.52031455	76.22566592	86.56885074
PPDPF	6438.964803	6994.713495	6507.776743	6140.357764	5436.093543	4628.029121
NUAK1	393.6831168	488.4239595	467.2480367	522.6286588	545.6152929	550.5389833
FKTN	608.5794937	513.5486488	571.7049296	697.1908626	639.894406	669.2063967
