Gene	Eto_1	Eto_2	Eto_3	FTY_1	FTY_2	FTY_3
CTSF	689.2138323	620.1547118	652.2630916	479.1132338	525.6084997	488.5886923
NAA40	310.9732811	300.6135946	302.9285109	446.5264882	365.8154759	445.9073812
PODN	913.070485	881.7998774	903.6293028	404.2517911	719.5711009	466.1248443
MCL1	6060.670755	6095.775668	6183.608795	5254.392561	5538.486504	5267.772337
UBL7	721.1933541	741.5135333	715.4269088	924.7589991	893.4339507	835.6551426
MRPS33	345.1582872	346.2623256	360.9360981	476.4710653	449.2294443	421.1971485
AARS	5200.531893	5276.325276	5084.042754	4464.384159	4596.81315	4450.088273
ARL3	422.3502364	395.2512077	406.0531104	614.7445537	488.4239595	505.4365782
IL24	4.410968526	2.226767367	1.289057493	30.82529997	7.034912997	15.72469354
TCTN2	137.8427665	125.8123562	130.1948068	219.2999912	162.8079865	212.2833628
SLC9A7	2270.546049	2126.562836	2147.569784	1350.148139	1834.102317	1760.042485
METTL3	451.0215318	483.2085187	479.5293875	610.3409394	583.8977788	609.893471
PAQR3	346.2610293	336.2418724	349.3345807	526.6722681	415.0598669	451.5233432
ZNF738	41.904201	56.78256786	51.56229973	99.52168276	75.37406783	101.0873156
KLC1	2003.682453	1962.895434	2096.007484	1550.072227	1726.568647	1795.984641
SCML1	164.3085776	180.3681567	144.3744393	248.3638455	228.1321786	220.1457096
ATXN7L1	140.0482507	169.2343199	140.5072668	103.0445742	103.5137198	76.37708293
TRAM1	8251.819371	8490.663971	8315.709889	6504.138294	7199.730959	7664.66491
NDUFAF6	111.3769553	125.8123562	134.0619793	178.7867398	160.7980114	232.500826
EYA2	18.74661624	21.15428999	28.35926485	87.19156278	41.20449041	43.80450344
FGD5-AS1	2405.080589	2703.295584	2511.083997	2980.366146	2939.588645	2995.55412
ARVCF	172.0277725	171.4610873	170.1555891	116.255417	135.6733221	76.37708293
NUP50	1039.88583	1063.281418	1058.316202	1427.65175	1285.379103	1210.801403
ACO1	2045.586654	2014.111084	2031.554609	1622.291501	1871.286857	1551.128699
NAE1	576.7341348	611.2476423	612.3023093	834.0445449	779.8703551	719.9663258
UQCRFS1	1050.913251	1018.74607	982.2618099	1244.461396	1217.039949	1282.685716
UBC	16941.42737	16911.18477	17038.76195	14418.31388	14706.98811	15173.20608
GPR176	6082.725598	6101.342586	5977.359597	4886.250407	5179.705941	5741.759528
ATP6AP2	3561.857085	3576.188392	3546.197164	2673.874592	3018.982663	3148.308286
ALDH16A1	272.3773065	226.0168878	288.7488785	380.4722739	361.7955256	341.4504884
TLNRD1	646.2068891	550.0115397	623.9038268	962.630082	810.0199823	744.6765586
NCOA4	4312.824477	4596.047846	4252.60067	3612.725157	3964.675968	3760.448142
HERC4	3825.412455	4101.70549	4113.382461	3317.683	3561.675952	3580.737359
LNCTAM34A	49.62339592	53.44241681	48.98418475	34.3481914	25.12468928	16.84788594
RBPMS	1146.851817	959.7367352	1041.558455	1328.130067	1303.46888	1219.786942
HIVEP2	1564.791085	1523.108879	1447.611565	1134.371039	1100.46139	1450.041383
CNTNAP1	1120.386006	1116.723835	1193.667239	927.4011677	970.8179937	815.4376795
COPS4	733.3235175	794.9559501	803.0828183	922.1168306	882.3790874	1078.2647
THAP10	48.52065379	91.29746205	58.0075872	127.7048142	117.5835458	130.2903179
ITM2B	4764.948751	4837.652105	4742.442518	3693.751659	4284.262015	4043.492626
EGR2	17.64387411	14.47398789	20.62491989	6.165059994	8.039900569	0
PGPEP1	888.8101581	901.8407837	879.1372104	474.7096196	582.8927912	833.4087578
HSPB8	742.1454546	690.2978838	746.3642886	605.9373252	610.0274556	512.1757326
MRPL12	290.0211806	312.8608151	315.8190859	473.8288967	432.1446556	369.5302983
RWDD2A	133.4317979	151.420181	136.6400943	91.59517706	113.5635955	60.65238938
FBXO31	887.707416	784.9354969	871.4028655	688.7252736	761.7805789	632.357319
UBE2O	566.8094557	590.0933523	599.4117344	735.403585	669.3217223	792.9738316
TCTEX1D4	9.924679185	18.92752262	16.75774741	2.642168569	2.009975142	3.369577188
H1FX-AS1	6.61645279	6.680302101	11.60151744	32.58674568	16.07980114	39.31173386
EXOSC10	984.7487235	944.1493637	916.5198778	1190.737302	1094.431465	1147.902629
NAALADL2	360.596677	346.2623256	342.8892932	201.6855341	261.2967685	277.4285218
MEIS2	642.8986627	743.7403006	694.8019889	1120.279473	905.4938015	845.7638742
CTDSPL	550.2683237	511.0431108	550.4275496	656.138528	639.1720952	709.8575943
FZD1	941.7417804	810.5433216	845.6217156	1068.316825	1050.212012	1129.93155
SMPD3	36.39049034	13.3606042	15.46868992	6.165059994	8.039900569	1.123192396
MFAP3L	142.253735	172.574471	148.2416117	125.0626456	102.5087322	74.13069814
ADAM19	1754.462731	1733.538395	1691.243431	2431.675806	1925.556186	2236.27606
MRPL1	202.9045522	233.8105736	210.1163714	287.996374	289.4364205	302.1387545
FBXO44	298.8431177	295.0466761	314.5300284	203.4469798	238.1820543	186.4499377
QSER1	788.4606241	767.121358	750.2314611	990.8132134	976.8479191	846.8870666
FAM72D	5.513710658	0	5.156229973	22.01807141	21.10473899	17.97107834
ZFYVE19	313.1787654	273.8923862	269.4130161	391.9216711	367.825451	362.7911439
TBXA2R	146.6647035	129.1525073	146.9525542	210.4927627	220.0922781	187.5731301
BEST1	89.32211266	111.3383684	128.9057493	31.70602283	56.27930398	81.99304491
TDP1	179.7469675	162.5540178	238.4756363	310.0144454	282.4015075	252.7182891
EXOSC5	218.3429421	200.409063	183.0461641	246.6023998	277.3765696	374.0230679
NDUFB5	691.4193165	653.5562223	636.7944017	842.8517735	799.9701066	791.8506392
GON4L	797.2825612	816.1102401	727.0284262	618.2674451	664.2967845	637.9732809
WDR90	198.4935837	217.1098183	207.5382564	302.0879397	327.6259482	243.7327499
MKNK1	312.0760232	365.1898482	358.3579831	251.0060141	254.2618555	263.9502131
CYHR1	1291.311036	1196.88746	1363.822828	1041.895139	1068.301788	1110.83728
USP40	1155.673754	1107.816765	1031.245995	794.4120164	934.6384411	954.7135366
ITGB1BP1	861.2416048	904.0675511	890.7387279	1093.857788	1077.346676	1062.540007
DEAF1	749.8646495	770.461509	747.6533461	502.0120281	652.2369336	631.2341266
C5	39.69871674	23.38105736	41.24983979	66.05421422	57.28429155	84.2394297
SLC6A6	750.9673916	861.7589711	821.1296232	659.6614194	707.51125	623.3717798
PDGFRB	4375.680778	4145.127454	3939.3597	2909.908317	3557.656002	3322.403107
EPHA4	445.5078212	431.9928692	461.4825826	206.0891484	331.6458985	327.9721796
BEX1	19.84935837	17.81413894	20.62491989	7.926505707	7.034912997	1.123192396
TECR	999.0843713	1009.839001	1000.308615	1363.358982	1280.354166	1051.308083
ORMDL3	960.4883966	850.6251343	979.6836949	760.9445479	819.0648704	696.3792855
ATF7	459.8434689	501.0226576	497.5761924	387.5180568	406.0149787	353.8056047
LGMN	1346.448143	1430.698033	1361.244713	1106.187908	1153.725732	1215.294172
CMSS1	277.8910172	281.6860719	269.4130161	342.6011911	357.7755753	376.2694527
INTS13	390.3707146	479.8683676	397.0297079	560.1397366	501.488798	572.828122
MT-TP	232.6785898	250.5113288	252.6552687	176.1445713	180.8977628	134.7830875
RAB34	2725.978549	2535.174648	2749.559633	3120.40108	3180.785662	2886.604458
RAB5IF	307.6650547	223.7901204	299.0613385	346.1240825	351.7456499	441.4146116
ADRA2A	69.47275429	60.12271891	47.69512725	120.6590313	70.34912997	106.7032776
TRIM56	1466.647035	1349.421024	1380.580575	1076.24333	1136.640943	1164.750515
PSD3	1843.784844	1785.867428	1683.509086	1364.239704	1469.291829	1415.222419
FADS2	204.0072944	204.8625978	233.3194063	397.2060082	268.3316815	317.8634481
RPL35	8825.245279	8894.822248	9073.675695	10713.99355	10697.08771	10282.82639
KIAA0100	3002.766824	3017.269783	3070.534949	2697.654109	2750.650982	2597.944012
CAMK2D	3245.370093	3196.524556	3272.916976	2302.209546	2696.381653	2911.31469
EEF1A1	146594.128	161170.0819	152057.2219	134041.6151	138812.9033	134923.4866
SCAMP3	1757.770958	1820.382323	1885.891113	1542.145721	1644.159666	1443.302229
SUCO	875.5772525	904.0675511	916.5198778	684.3216594	669.3217223	835.6551426
PLCB1	765.3030393	879.57311	911.3636478	508.1770881	639.1720952	660.4371289
LRSAM1	509.4668648	455.3739266	444.7248352	316.1795054	424.104755	348.1896428
ADGRL1	207.3155207	178.1413894	185.624279	132.1084284	138.6882848	131.4135103
NHP2	741.0427125	655.7829896	730.8955987	915.9517706	837.1546467	856.9957982
TMEM80	478.5900851	538.8777029	556.8728371	313.5373369	438.174581	431.3058801
TENM4	432.2749156	414.1787303	402.1859379	662.303588	486.4139844	591.9223927
RAB29	463.1516953	465.3943797	438.2795477	340.8397454	390.9401651	257.2110587
WNT5B	6812.740889	6882.937932	7066.613178	4950.543175	6038.970315	5235.199758
SIPA1L2	140.0482507	146.9666462	152.1087842	88.07228563	104.5187074	99.96412325
RELB	291.1239227	296.1600598	274.5692461	206.0891484	227.1271911	201.0514389
USP32	1085.098258	1238.082656	1090.542639	899.2180363	924.5885654	926.6337267
MYCBP2	1460.030582	1489.707369	1436.010048	1015.473453	1252.214514	1269.207408
CCDC88A	1244.995867	1357.21471	1304.526183	1591.466201	1511.501307	1711.745212
GATA2	625.2547886	646.8759202	665.1536666	974.0794791	830.1197337	731.1982498
GRAMD1B	1035.474862	1077.755406	1071.206777	740.6879222	846.1995348	976.0541921
MAPK11	458.7407268	418.632265	446.0138927	360.2156482	330.6409109	313.3706785
SERPINH1	10701.00965	10416.81774	10611.52129	14158.50064	12488.98055	11728.375
EIF6	2090.799082	2073.120419	2172.061876	1760.56499	1869.276882	1856.637031
EPHX1	824.8511145	839.4912974	797.9265884	592.7264823	685.4015235	712.1039791
SHB	231.5758476	177.0280057	213.9835439	286.2349283	266.3217063	336.9577188
RPL10A	6942.864461	7247.014396	6825.559427	8180.15389	8007.740966	8373.399312
ATP2A2	6458.760665	6400.842797	6183.608795	5793.394949	5556.57628	5848.462806
TSPAN10	417.9392679	319.5411172	400.8968804	250.1252912	272.3516318	243.7327499
ATP5IF1	1049.810509	953.0564331	1058.316202	1256.791516	1267.289327	1386.019417
RETREG2	2433.751884	2332.538817	2250.694383	1949.920404	1974.800577	2116.094474
PSKH1	1058.632446	1032.106675	1028.66788	869.2734592	908.5087642	768.2635989
FOXRED2	223.8566527	242.717643	244.9209237	406.0132368	302.5012589	329.095372
LTA4H	915.2759692	907.4077021	840.4654856	708.9818993	729.6209766	715.4735563
LINC00565	157.6921248	177.0280057	172.7337041	106.5674656	130.6483842	108.9496624
KPNA1	1055.32422	1083.322324	1068.628662	962.630082	919.5636275	840.1479122
HMGXB3	1509.653978	1514.20181	1528.822187	1268.240913	1251.209526	1377.033878
AFAP1L1	112.4796974	102.4312989	103.1245995	177.906017	158.7880362	192.0658997
TMEM44	540.3436445	484.3219024	534.9588597	415.7011882	437.1695934	361.6679515
HSPH1	1589.051412	1670.075525	1647.415476	2212.375815	1874.30182	1756.672907
PSMG2	527.1107389	465.3943797	527.2245148	624.4325051	586.9127415	691.8865159
CAVIN3	1168.90666	1102.249847	1156.284572	1514.843313	1541.650934	1245.620367
BTBD11	7.719194921	4.453534734	6.445287467	41.39397425	17.08478871	19.09427073
LOX	46589.75232	46752.09426	45409.62832	31841.65415	40715.06147	39149.99416
SSNA1	1130.310685	1014.292536	1069.917719	1402.99151	1316.533718	1278.192947
WDR89	63.95904363	83.50377627	79.92156459	104.8060199	112.558608	162.8628974
DHX15	1911.052114	1849.330298	1898.781688	2465.143275	2145.648464	2227.290521
ARHGDIA	6155.506579	6015.612042	6581.927561	7442.988859	7041.94791	7007.597359
CEP89	730.0152911	721.472627	666.442724	825.2373164	853.2344478	890.69157
MRPS34	1123.694232	961.9635026	1071.206777	1424.128859	1294.423992	1319.751065
HEATR5A	806.1044982	749.307219	806.9499908	557.4975681	619.0723438	710.9807867
TECPR2	1006.803566	927.4486084	1006.753902	773.2746679	802.9850693	828.9159883
PLPP6	168.7195461	142.5131115	164.9993591	90.7144542	110.5486328	114.5656244
METTL17	234.884074	220.4499693	238.4756363	282.7120369	305.5162216	344.8200656
LSM7	644.0014049	710.3387901	667.7317815	978.4830934	791.930206	828.9159883
AKAP8L	553.5765501	521.0635639	583.9430445	434.1963682	463.2992703	399.856493
FUCA1	129.0208294	126.9257399	139.2182093	67.81565994	98.48878196	84.2394297
JMJD1C	904.2485479	1006.49885	790.1922434	759.1831022	733.6409269	685.1473616
POLR2C	904.2485479	928.5619921	892.0277854	1089.454173	1063.27685	1029.967427
C16orf74	62.8563015	61.2361026	73.47627712	142.6771027	106.5286825	97.71773845
MZT2A	897.6320951	682.504198	812.1062208	983.7674305	979.8628818	1159.134553
AL662795.2	159.8976091	159.2138668	183.0461641	101.2831285	129.6433967	108.9496624
ITPRID2	3873.933108	4224.177696	3929.04724	2901.981812	3462.182182	3620.049092
HNRNPC	5490.553073	5756.193644	5749.19642	7357.558742	6194.743388	6899.770889
DIDO1	1478.777199	1558.737157	1468.236485	1288.497539	1317.538706	1209.678211
CRTC1	439.9941105	393.0244403	453.7482376	290.6385426	337.6758239	283.0444838
C1RL	318.692476	293.9332925	327.4206033	181.4289084	232.1521289	252.7182891
MICA	1279.180873	1339.400571	1316.127701	1081.527668	1194.930222	1036.706582
CEMIP	3420.706092	3247.740205	3140.144054	2325.989064	2843.109839	2418.233229
MAGI1	850.2141835	925.2218411	934.5666827	769.7517764	749.720728	732.3214422
BCCIP	555.7820343	605.6807239	523.3573423	827.8794849	671.3316975	705.3648247
ACP1	1060.837931	1065.508185	1107.300387	1351.909584	1279.349178	1195.076709
COX17	188.5689045	177.0280057	198.514854	296.8036026	251.2468928	232.500826
GDPD5	172.0277725	168.1209362	162.4212442	288.8770969	193.9626012	305.5083317
GSK3B	1578.02399	1670.075525	1509.486325	1390.66139	1326.583594	1354.57003
ZNF671	67.26727003	84.61715995	79.92156459	51.96264852	52.2593537	22.46384792
ERI2	101.4522761	100.2045315	116.0151744	202.566257	153.7630984	148.2613963
PRPS1	1339.83169	1424.017731	1416.674185	2047.680641	1778.828001	1602.795549
EIF3D	4189.317358	4186.32265	4132.718324	3763.328765	3757.648528	3846.933956
HIKESHI	432.2749156	462.0542287	408.6312254	521.3879309	562.7930398	569.4585448
RADIL	26.46581116	17.81413894	20.62491989	47.55903424	51.25436612	60.65238938
DHX36	928.5088748	986.4579437	924.2542227	820.8337021	833.1346964	740.183789
SIPA1	530.4189653	438.6731713	520.7792273	714.2662365	605.0025178	643.5892429
TRNAU1AP	235.9868162	280.5726883	256.5224412	399.8481768	359.7855504	304.3851393
SENP7	108.0687289	125.8123562	157.2650142	176.1445713	195.9725764	249.3487119
TUBB2B	119.0961502	113.5651357	143.0853818	222.8228827	174.8678374	168.4788594
UGGT1	2295.909118	2380.414315	2255.850613	2104.046904	1942.640975	2016.130351
C11orf87	683.7001216	807.2031706	684.489529	531.9566052	593.9476545	626.741357
NPRL3	670.467216	713.6789412	718.0050238	893.0529763	883.384075	777.249138
POMGNT2	207.3155207	162.5540178	130.1948068	230.7493884	214.0623526	334.711334
RPS15	7329.926949	7372.826753	7247.081227	9343.588783	8822.785886	7951.078971
ZNF718	50.72613805	32.28812682	36.09360981	76.6228885	61.30424184	115.6888168
PLXNA2	1409.304444	1398.409907	1415.385128	1154.627665	1144.680843	1182.721593
DPY19L2P2	13.23290558	5.566918418	15.46868992	36.10963711	30.14962713	30.32619469
OPTN	3478.048683	3567.281322	3395.377437	2589.325198	2894.364205	2951.749617
NDUFA4	1999.271485	1842.649996	1968.390792	2252.008344	2335.591115	2463.160924
LHX9	1605.592544	1727.971477	1647.415476	921.2361077	1297.438954	989.5325009
GHDC	583.3505876	484.3219024	519.4901698	371.6650454	404.0050036	374.0230679
ARHGEF12	4165.057031	4286.527182	4027.015609	3569.569737	3677.249523	3672.839135
PRKAB1	570.117682	529.9706334	500.1543074	394.5638396	432.1446556	439.1682268
KIAA2026	432.2749156	484.3219024	422.8108578	337.316854	341.6957742	384.1317994
DNAJC6	194.0826152	193.7287609	216.5616589	110.090357	159.7930238	153.8773583
RASA2	625.2547886	668.0302101	550.4275496	432.4349225	448.2244567	564.9657752
ANAPC11	1505.24301	1544.263169	1442.455335	1917.333658	1841.13723	1692.650941
MR1	910.8650007	1055.487732	1064.761489	558.3782909	723.5910512	906.4162636
RRAGC	749.8646495	819.4503911	747.6533461	614.7445537	607.0124929	672.7922452
AADAT	173.1305147	171.4610873	170.1555891	289.7578197	234.1621041	211.1601705
UBE4B	1589.051412	1743.558848	1715.735524	1518.366204	1491.401555	1269.207408
PRKCI	891.0156424	976.4374905	885.5824979	819.0722564	782.8853179	687.3937464
MNT	524.9052547	448.6936245	474.3731575	347.8855282	403.000016	307.7547165
MXD4	3199.054924	2795.706429	3047.331914	2111.973409	2533.573667	2375.551918
IGFBP3	183843.6545	180803.4898	182440.307	116375.1953	156513.7494	144432.4334
LYN	101.4522761	123.5855889	87.65590955	185.8325227	139.6932724	177.4643986
UTP14C	166.5140619	145.8532625	145.6634967	104.8060199	116.5785582	92.10177647
FKBP3	564.6039714	673.5971286	611.0132518	780.3204507	729.6209766	782.8651
SRXN1	291.1239227	286.1396067	275.8583036	189.3554141	208.0324272	159.4933202
TIMP2	24115.86768	24569.03775	23563.97098	18556.83058	21279.60683	20971.12523
TMEM217	40.80145887	53.44241681	45.11701227	18.49517998	32.15960227	11.23192396
POSTN	6199.616264	6819.475062	5941.265987	4068.058873	5000.818154	5299.221724
PACSIN2	1187.653276	1186.867007	1223.315561	1592.346924	1362.763146	1351.200452
GEMIN2	77.19194921	62.34948628	59.29664469	118.8975856	100.4987571	122.4279712
EPS8L2	1528.400594	1434.038184	1487.572347	1008.42767	1131.616005	1206.308633
PSMG1	372.7268405	383.0039872	362.2251556	549.5710623	428.1247053	531.2700033
ECI2	896.529353	939.6958289	917.8089352	1109.710799	1051.216999	1218.66375
TMX4	1552.660921	1618.859876	1649.993591	1173.122845	1346.683345	1317.504681
FAM204A	488.5147643	572.2792134	510.4667674	635.0011794	646.2070082	659.3139365
GNB2	5943.780089	5425.51869	6144.937071	6907.509362	6776.631192	6669.516448
ADGRG6	55.13710658	57.89595155	58.0075872	84.54939421	90.4488814	123.5511636
RNF20	1021.139214	1104.476614	1026.089765	794.4120164	872.3292117	909.7858408
TJP1	1943.031636	1992.956794	1970.968907	1673.373427	1709.483858	1779.136755
PDCD5	524.9052547	570.052446	630.3491142	758.3023793	697.4613743	826.6696035
CTNNBIP1	294.4321491	259.4183983	260.3896137	379.5915511	323.6059979	379.6390299
NCOA1	387.0624882	357.3961624	388.0063055	279.1891455	301.4962713	316.7402557
SEMA3C	3968.768932	4003.727726	3804.008663	2854.422777	3396.85799	3289.830528
AUNIP	9.924679185	14.47398789	18.04680491	54.60481709	53.26434127	12.35511636
RPL32	7022.261894	7350.559079	6687.630275	8089.439435	8172.558928	8224.014724
HACD3	1565.893827	1507.521508	1515.931612	1944.636067	1779.832988	1906.057496
GSN	7029.981089	6771.599564	7248.370285	5413.803398	6091.229668	5806.904687
AC026403.1	117.9934081	101.3179152	100.5464845	167.3373427	146.7281854	168.4788594
CIAO2A	287.8156964	312.8608151	250.0771537	465.902391	405.0099911	304.3851393
HLX	212.8292314	133.606042	163.7103017	295.9228797	215.0673402	259.4574435
GLIPR1	5709.998758	6789.413702	6423.373489	5093.220278	5594.765808	5303.714494
RNF150	574.5286506	548.898156	543.9822622	300.326494	483.3990217	354.9287971
FLNC	41901.99552	38985.12968	40923.70824	33906.06852	34699.20587	34556.13726
ZXDC	427.8639471	381.8906035	446.0138927	338.1975768	316.5710849	324.6026024
GLRX3	1307.852168	1343.854106	1434.72099	1675.134873	1577.830487	1593.81001
RAPH1	430.0694313	405.2716608	372.5376156	245.7216769	295.4663459	353.8056047
AL158212.3	158.794867	153.6469483	168.8665316	101.2831285	112.558608	98.84093085
HIST2H2BF	18.74661624	17.81413894	12.89057493	4.403614282	4.019950284	6.739154376
TBC1D7	199.5963258	212.6562836	213.9835439	302.0879397	277.3765696	271.8125598
MT-ND5	35068.30253	37348.45567	35715.91597	26047.37848	30704.38027	28360.608
WDR66	112.4796974	116.9052868	103.1245995	66.05421422	83.4139684	56.1596198
ZC3H7A	1291.311036	1413.997278	1276.166918	1172.242122	1120.561142	1071.525546
DNHD1	127.9180873	134.7194257	125.0385769	69.57710565	73.36409269	102.210508
ZNF519	13.23290558	8.907069469	11.60151744	46.67831139	32.15960227	24.71023271
ADCY6	1208.605376	1076.642022	1100.855099	838.4481592	852.2294603	1028.844235
MRPS18B	769.7140079	702.5451043	748.9424036	935.3276734	802.9850693	1028.844235
PKDCC	77.19194921	77.93685785	63.16381717	140.0349342	94.46883168	131.4135103
ADAMTS2	6457.657923	6247.195849	6531.654319	4824.599807	5929.426669	5498.026779
TRIM26	1000.187113	956.3965842	1036.402225	836.6867135	911.523727	693.0097083
USP32P1	66.1645279	115.7919031	106.9917719	50.20120281	65.32419212	40.43492626
RPL18	8405.100527	8542.993004	8527.115318	10058.73574	10008.67122	9156.264412
MRPL33	404.7063623	358.5095461	377.6938455	532.8373281	505.5087482	479.6031531
ATL2	275.6855329	307.2938967	275.8583036	398.9674539	352.7506374	362.7911439
CDR2L	1583.537701	1370.575314	1366.400943	1973.699921	1715.513784	1594.933202
ZNF451	691.4193165	685.8443491	653.5521491	525.7915452	561.7880522	591.9223927
TSR3	1387.249602	1216.928366	1443.744393	1701.556558	1674.309293	1566.853392
PSMA7	3401.959476	3493.797999	3542.329992	4397.449222	4007.890433	3988.456198
NDRG2	3.308226395	3.340151051	10.31245995	29.06385426	18.08977628	16.84788594
SIRPA	2849.485668	2698.842049	2761.161151	2318.943281	2553.673418	2336.240184
PTDSS1	1745.640794	1733.538395	1833.039756	2137.514372	1941.635987	2089.137857
CNTRL	82.70565987	92.41084574	94.10119701	200.8048112	161.8029989	97.71773845
ZFAND6	1043.194057	1020.972838	1064.761489	1188.975856	1186.890321	1450.041383
JAM2	9.924679185	15.58737157	18.04680491	32.58674568	26.12967685	64.02196657
FAM120B	863.4470891	975.3241068	935.8557402	740.6879222	806.000032	735.6910194
ARRDC3	805.0017561	847.2849832	830.1530257	530.1951595	614.0474059	716.5967487
LTBP2	34339.38998	31593.37541	31891.28238	18750.58961	25348.80151	24528.27554
UBR5	3505.617236	3625.177274	3466.2756	2960.10952	2971.748248	3207.837483
RSU1	2682.971606	2948.239994	2779.207956	3378.452877	3207.920327	3232.547716
PRXL2C	227.1648791	224.9035041	219.1397739	325.8674568	285.4164702	329.095372
TOLLIP	1727.99692	1575.437912	1665.462281	1366.00115	1447.182102	1306.272757
RPTOR	1173.317628	1132.311206	1264.565401	984.6481534	1065.286825	880.5828385
C2orf69	363.9049034	331.7883377	317.1081434	490.562631	386.9202149	467.2480367
JAK2	245.9114954	266.0987004	195.936739	291.5192654	313.5561222	384.1317994
SETD7	4030.522491	4079.437817	4023.148437	3232.252883	3555.646026	3568.382242
TMEM53	106.9659868	99.09114784	99.25742699	52.84337138	79.39401811	50.54365782
MAN2B1	868.9607997	851.7385179	930.6995102	717.7891279	700.476337	787.3578696
EPN1	4050.371849	3548.3538	4029.593724	4860.709444	4603.848063	4599.472862
GAS5	1939.72341	2061.986582	1928.43001	1655.75897	1817.017528	1672.433478
VSTM4	609.8163988	636.855467	529.8026298	428.912031	543.6982759	379.6390299
HTRA1	7741.249764	7799.252703	7700.829465	5913.173257	6902.254638	6871.691079
MAN2A2	830.3648251	772.6882764	741.2080587	558.3782909	661.2818218	611.0166634
WIPF2	1127.002459	992.0248621	1160.151744	936.2083963	895.4439258	945.7279974
CPT1C	226.062137	230.4704225	190.780509	149.7228856	166.8279368	146.0150115
ATP6V1H	1508.551236	1814.815404	1595.853177	1322.84573	1445.172127	1350.07726
TRIM7	30.87677969	26.72120841	38.6717248	88.95300849	48.23940341	62.89877418
LARGE1	341.8500608	272.7790025	318.3972009	406.8939596	403.000016	379.6390299
ARMCX3	2027.94278	1994.070177	1916.828493	1474.330061	1765.763162	1599.425972
MAVS	2517.560286	2416.042593	2459.521697	2038.873412	1996.910304	2328.377837
AC011043.1	36.39049034	34.51489419	41.24983979	69.57710565	56.27930398	93.22496887
IGF2BP3	358.3911928	394.137824	359.6470406	258.0517969	322.6010103	266.1965979
ARMCX1	790.6661084	848.3983669	748.9424036	671.9915394	666.3067596	607.6470862
IKBKB	1194.269729	1334.947037	1326.440161	1026.042128	993.9327078	1183.844785
PROB1	114.6851817	102.4312989	109.5698869	172.6216798	141.7032475	177.4643986
MRPS12	567.9121978	536.6509355	616.1694818	742.4493679	742.685815	718.8431335
UQCRB	1710.353046	1746.899	1737.649501	2221.183044	2136.603576	2023.992698
ZNF844	248.1169796	246.0577941	248.7880962	175.2638484	215.0673402	84.2394297
CSNK1A1	3512.233689	3428.108362	3367.018173	3110.713129	3071.242017	3182.004058
NDUFS5	1939.72341	1753.579302	1786.633686	2269.622801	2076.304322	2225.044137
MAGI3	181.9524517	161.4406341	193.358624	339.0782997	295.4663459	202.1746313
ZNF281	1537.222531	1574.324529	1515.931612	1288.497539	1324.573619	1326.49022
GPI	2716.05387	2636.492563	2908.113705	3316.802277	3166.715836	2994.430928
DHRS7	884.3991896	969.7571884	920.3870502	777.6782821	785.9002806	682.9009768
BOLA1	104.7605025	101.3179152	95.39025451	132.1084284	141.7032475	177.4643986
HNRNPH3	1450.105903	1526.44903	1407.650783	1998.360161	1638.129741	1819.571682
SNX13	752.0701338	710.3387901	671.598954	604.1758794	565.8080025	578.4440839
ABHD10	299.9458598	332.9017214	310.6628559	413.0590196	398.9800657	395.3637234
PRTFDC1	197.3908416	179.2547731	203.6710839	357.5734797	272.3516318	232.500826
PDAP1	2741.416939	2849.148846	2904.246532	3607.44082	3145.611097	3268.489872
USP31	130.1235715	156.9870994	193.358624	248.3638455	213.0573651	294.2764078
TRIB3	1734.613373	1614.406341	1584.251659	845.4939421	1094.431465	1190.58394
ITGB8	312.0760232	296.1600598	308.0847409	199.9240884	216.0723278	206.6674009
AMMECR1L	852.4196677	941.9225963	854.6451181	726.5963565	721.581076	733.4446346
PPP4R1	1619.928191	1794.774498	1800.813318	2085.551724	1901.436484	2110.478512
CD151	14864.96393	14359.30937	14773.88793	10950.908	12809.57158	12531.45756
PPP4C	2357.662677	2134.356521	2339.63935	2906.385426	2597.892871	2568.74101
MTF2	120.1988923	160.3272504	163.7103017	255.4096283	196.9775639	223.5152868
H3F3B	5255.668999	5157.193222	5410.174299	6738.410574	5745.513944	5970.890777
TTF2	190.7743888	215.9964346	204.9601414	379.5915511	296.4713335	235.8704032
MCTS1	445.5078212	486.5486697	427.9670878	560.1397366	572.8429155	591.9223927
HECW2	595.4807511	661.349908	601.9898494	390.1602254	503.4987731	498.6974238
GRN	7767.715575	6743.764971	7513.916129	5316.043161	6204.793264	5804.658303
TENM3	2627.8345	2795.706429	2682.528644	2400.850506	2437.09486	2411.494074
LAMC2	167.616804	175.914622	176.6008766	106.5674656	131.6533718	78.62346772
CRYAB	2334.505093	2343.672654	2548.466664	2687.966158	2960.693384	2729.357522
TMEM70	623.0493044	562.2587602	627.7709992	796.1734621	801.9800817	727.8286726
GEMIN4	435.583142	480.9817513	425.3889728	577.7541937	503.4987731	624.4949722
IL17RE	37.49323248	40.08181261	30.93737984	100.4024056	72.35910512	48.29727303
CYB5D2	560.1930029	565.5989113	507.8886524	362.8578168	443.1995188	406.5956474
FNDC3B	3196.84944	3234.379601	3111.784789	2562.022789	2715.476417	2929.285769
MOK	2026.840038	2373.734013	2233.936636	1412.679462	1972.790602	1619.643435
TST	412.4255572	459.8274613	471.7950426	311.7758911	373.8553764	340.327296
