Gene	Eto_1	Eto_2	Eto_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
SNRPC	1119.283264	1044.353895	1042.847512	1268.485348	1281.794751	1275.188352
PGM2	431.1721735	538.8777029	480.818445	608.3228316	581.7221873	662.3976107
SMO	161.0003512	150.3067973	141.7963243	204.1848809	242.7185678	309.3134217
MRPL16	498.4394435	458.7140776	511.7558248	604.0910206	647.9181603	658.5068758
H3F3AP4	149.9729299	142.5131115	174.0227616	221.1121249	229.679967	221.7718873
RARRES2	9.924679185	8.907069469	6.445287467	23.27496051	24.07126292	35.01661378
PKNOX1	495.1312171	486.5486697	497.5761924	600.9171623	609.8053273	600.1458529
CASKIN2	521.5970283	427.5393345	496.2871349	382.9788957	323.9590802	356.0022401
HARS	1605.592544	1647.807852	1705.423064	1821.794636	1913.665402	1904.514716
MCC	363.9049034	433.1062529	333.8658908	309.9801559	304.9026637	237.3348267
PUM3	519.391544	560.0319928	538.8260322	656.9886581	640.8973753	766.4747683
ARAP1	1452.311387	1352.761176	1389.603978	1245.210387	1196.542361	1157.493622
PLEKHH3	769.7140079	620.1547118	659.9974366	538.49795	534.5826307	562.2111879
PACSIN3	485.2065379	456.4873103	504.0214799	377.689132	341.0095581	410.4725282
AP4E1	642.8986627	684.7309654	648.3959191	540.6138555	511.5143371	516.4950533
CEP83	136.7400243	136.9461931	144.3744393	205.2428336	186.5522876	228.5806733
KMT5B	552.4738079	602.3405728	529.8026298	453.86173	424.256009	471.7516023
RPS15A	1368.502985	1411.770511	1367.69	1615.49385	1560.620213	1789.738038
MGME1	223.8566527	222.6767367	202.3820265	285.6472427	245.7274757	392.9642213
COLEC12	252.5279481	246.0577941	244.9209237	300.4585812	333.988773	385.1827516
STRA6	5.513710658	7.793685785	2.578114987	17.98519676	19.05641648	23.34440919
MAVS	2517.560286	2416.042593	2459.521697	2113.789596	2209.541342	2046.526539
F2RL1	5.513710658	17.81413894	15.46868992	27.50677152	38.11283296	28.20782777
ARL13B	86.01388627	131.3792747	101.835542	145.9974796	156.463209	199.4001618
C1QL1	3.308226395	11.13383684	10.31245995	19.04314951	35.10392509	26.26246034
CAPG	3199.054924	2903.704647	3098.894214	3612.908643	3450.214352	3710.788377
YIPF4	1156.776496	1078.868789	1102.144157	969.0847195	894.6486052	915.2953769
XPO4	451.0215318	473.1880655	413.7874554	528.9763753	542.606385	675.042499
LIFR	355.0829664	368.5299993	305.5066259	241.2132271	269.7987386	271.3787568
GPR107	2489.991733	2712.202653	2601.318022	2256.613217	2320.870933	2068.898264
LRWD1	501.7476699	399.7047424	502.7324224	576.5842491	581.7221873	656.5615084
GFPT1	2748.033392	3109.680628	2817.87968	2560.245656	2381.049091	2529.950346
LIN54	224.9593949	275.0057698	237.1865788	316.3278724	283.8403086	417.2813142
ZNF302	362.8021613	430.8794855	431.8342603	332.1971637	326.967988	294.723166
PRKAB1	570.117682	529.9706334	500.1543074	440.1083442	438.297579	395.8822725
SERAC1	230.4731055	229.3570388	230.7412913	142.8236213	180.5344719	160.4928132
CCDC28A	163.2058355	214.8830509	176.6008766	114.2588971	134.3978846	139.0937714
ZMYND19	392.5761989	293.9332925	404.7640529	486.6582653	509.5083985	524.276523
THRA	1005.700824	1036.560209	984.8399249	832.6088147	852.5238951	846.234833
SESN1	531.5217074	546.6713886	533.6698022	428.470864	443.3124255	412.4178956
JMJD1C	904.2485479	1006.49885	790.1922434	734.2192089	752.2269663	712.9771639
CCDC134	33.08226395	21.15428999	27.07020736	64.53511779	49.14549513	64.19712527
U2AF2	3163.767176	3023.950085	3203.307871	3608.676832	3653.817118	3698.143489
DKK3	13406.03609	13834.90565	13489.98667	12225.70199	12336.52225	11128.4744
PPP1R3G	56.23984871	70.14317207	73.47627712	24.33291326	36.10689438	33.07124635
COPS7B	470.8708902	455.3739266	523.3573423	640.0614141	587.740003	595.2824343
ABI3BP	2262.826854	2401.568605	2241.670981	1706.477787	1811.362535	1196.400971
PSD3	1843.784844	1785.867428	1683.509086	1430.352119	1462.329222	1405.52797
MAN2A2	830.3648251	772.6882764	741.2080587	654.8727526	643.9062831	539.8394625
ERGIC3	4383.399973	4708.499598	4509.123112	4087.929428	3973.764321	3659.23614
MUS81	543.6518709	504.3628087	533.6698022	659.1045636	595.7637573	757.7206149
TXNRD2	483.0010537	435.3330203	457.6154101	577.6422018	534.5826307	610.8453737
PLXNA2	1409.304444	1398.409907	1415.385128	1272.717159	1121.319664	1113.722855
FAM83G	1230.660219	1115.610451	1183.354779	1490.655426	1386.103557	1492.096821
SIX1	212.8292314	164.7807852	183.0461641	245.4450381	244.7245064	320.0129426
HIPK3	1683.887235	1695.68335	1479.838002	1313.977316	1333.949154	1210.991227
SURF4	7228.474673	7507.546178	7849.071077	8444.578855	8314.615401	8524.600088
SUPT5H	3521.055626	3487.117697	3581.001716	3104.03337	3206.492815	2867.471595
AC023632.6	6.61645279	8.907069469	11.60151744	23.27496051	28.08314007	38.90734865
ITM2B	4764.948751	4837.652105	4742.442518	4220.173522	4271.646199	3667.990294
SLC19A1	157.6921248	153.6469483	175.3118191	216.8803139	212.6294891	292.7777986
STEAP2	806.1044982	792.7291827	745.0752311	639.0034613	673.9953618	610.8453737
CDK16	1982.730353	1882.731809	2018.664035	2244.975737	2268.71653	2363.62143
RWDD2A	133.4317979	151.420181	136.6400943	97.33165305	90.26723596	88.51421817
AGTRAP	732.2207754	724.812778	715.4269088	647.4670834	574.7014022	515.5223696
DLAT	678.1864109	794.9559501	783.7469559	884.4484995	852.5238951	1035.908158
NAA35	513.8778333	535.5375518	469.2169276	416.8333837	391.1580225	423.1174165
TMEM192	446.6105633	442.0133224	442.1467202	306.8062977	391.1580225	310.2861054
IVNS1ABP	1039.88583	1072.188487	1008.04296	1215.58771	1200.554238	1240.171738
NDUFS8	1333.215237	1225.835436	1323.862046	1709.651645	1565.635059	1522.250016
LAMB3	14.33564771	27.83459209	32.22643733	41.26015727	59.17518802	48.63418581
SSH1	3283.966068	3147.535673	3275.495091	2913.601875	2912.622813	2587.338685
FDPS	452.124274	450.9203918	461.4825826	560.7149578	569.6865558	632.2444155
BCCIP	555.7820343	605.6807239	523.3573423	688.7272406	695.0577169	796.6279635
PODN	913.070485	881.7998774	903.6293028	586.1058238	616.8261124	451.3252443
SRSF6	2106.237471	2241.241355	2137.257324	2372.98802	2376.034244	2599.01089
CISD2	297.7403755	287.2529904	286.1707635	358.6459824	340.0065888	463.9701326
C1GALT1	825.9538566	859.5322037	823.7077382	671.7999966	704.0844405	654.616141
FANCM	65.06178577	61.2361026	65.74193216	95.21574755	87.25832809	161.4654969
POP5	362.8021613	411.9519629	397.0297079	544.8456665	489.4490127	528.1672579
PIGA	54.03436445	47.87549839	41.24983979	74.05669254	77.22863521	97.26837161
SKIL	1068.557126	1048.80743	992.5742699	889.7382632	897.6575131	856.9343539
SORBS3	2499.916412	2135.469905	2338.350293	2818.386128	2682.942846	2921.941883
SERPINB8	848.0086992	914.0880042	806.9499908	759.6100749	736.1794577	689.6327547
SCLT1	100.349534	123.5855889	88.94496704	151.2872433	142.421639	214.9631013
CTNND1	3408.575929	3595.115914	3484.322404	3758.906123	3948.690088	3960.768092
AC144831.1	175.3359989	145.8532625	141.7963243	129.0702356	105.3117753	61.27907412
TBX5	384.8570039	417.5188813	380.2719605	475.020785	500.4816749	606.9546389
ARIH1	1091.71471	1166.8261	1165.307974	990.2437745	1001.966319	958.0934604
GBP5	11.02742132	27.83459209	24.49209237	46.54992103	39.11580225	93.37763675
CTDSPL2	335.233608	352.9426277	339.0221207	398.848187	450.3332105	507.7408998
MCFD2	10091.19325	10434.63188	9937.344216	8863.528144	8738.87141	7054.874993
CCNQ	324.2061867	330.674954	344.1783507	420.007242	432.2797633	423.1174165
PDLIM5	3628.021613	3631.857576	3471.43183	4166.217932	4086.096881	3849.882148
ZNF675	38.59597461	24.49444104	23.20303488	71.94078704	50.14846442	48.63418581
CHMP4B	2117.264893	2191.139089	2235.225693	1891.619518	2007.944515	1843.235642
ZNF516	1003.49534	879.57311	864.957578	728.9294451	767.2715056	747.021094
PUM2	1790.853222	1799.228033	1677.063799	1401.787395	1503.450963	1645.780848
CWF19L1	259.1444009	251.6247125	281.0145335	349.1244077	324.9620494	400.745691
CTC1	217.2401999	165.8941689	197.2257965	147.0554323	119.3533453	134.2303528
SNX18	1998.168743	1725.74471	1921.984723	1639.826763	1629.825094	1536.840271
ZFHX2	62.8563015	44.53534734	43.82795477	28.56472427	22.06532434	22.37172547
FAM45A	774.1249764	828.3574606	774.7235535	667.5681856	565.6746787	600.1458529
METTL1	154.3838984	148.0800299	175.3118191	251.7927546	226.6710592	203.2908967
CADM1	79.39743348	73.48332312	74.76533461	37.02834627	54.16034157	40.85271608
METTL17	234.884074	220.4499693	238.4756363	275.0677152	320.9501723	319.0402589
IGF2BP3	358.3911928	394.137824	359.6470406	303.6324394	285.8462472	264.5699708
TBC1D5	1479.879941	1481.913683	1426.986645	1291.760308	1270.762088	1257.680045
NFKB2	786.2551398	733.7198475	763.122036	656.9886581	634.8795596	536.9214113
MRPL23	387.0624882	426.4259508	397.0297079	797.6963739	555.6449858	605.9819552
DCAF13	1153.46827	1176.846554	1188.511009	1384.860151	1344.981816	1340.358161
RN7SL2	151.075672	141.3997278	112.1480019	62.41921228	71.21081948	86.56885074
MAN2B1	868.9607997	851.7385179	930.6995102	751.1464529	771.2833828	694.4961733
CNRIP1	502.850412	557.8052255	464.0606976	634.7716503	617.8290816	759.6659823
INO80	725.6043226	724.812778	670.3098965	590.3376348	611.8112659	574.8560762
CTDSPL	550.2683237	511.0431108	550.4275496	633.7136976	641.9003446	695.468857
CIZ1	2745.827908	2616.451656	2691.552046	2329.611957	2235.618544	2528.977662
PSMB2	1805.188869	1788.094196	1931.008125	2184.67243	2127.297861	2161.303217
LPIN2	829.262083	909.6344695	795.3484734	663.3363746	720.1319491	624.4629458
PHLDA2	940.6390383	788.275648	937.1447976	1197.602514	1126.334511	1016.454483
KXD1	946.1527489	921.88169	955.1916026	1097.097002	1061.141507	1119.558957
CYB5A	249.2197217	239.377492	233.3194063	309.9801559	309.9175101	354.0568727
MYO1B	5159.730434	5436.652527	5203.925101	4642.29667	4547.462754	4131.960426
NOP58	700.2412536	753.7607538	785.0360134	857.9996807	944.7970697	957.1207767
GATA2	625.2547886	646.8759202	665.1536666	836.8406257	822.4348165	836.5079959
CORO2B	223.8566527	226.0168878	213.9835439	358.6459824	312.926418	249.0070313
SGTA	1514.064947	1495.274287	1521.087842	1799.577629	1684.988404	1951.203535
KCNMA1	1040.988572	1051.034197	1082.808294	1243.094482	1293.830382	1214.881961
CNTRL	82.70565987	92.41084574	94.10119701	121.6645663	141.4186697	189.6733246
WDR55	530.4189653	470.9612982	538.8260322	621.0182646	624.8498667	607.9273226
ABCA2	1941.928894	1809.248486	1849.797503	1596.450701	1526.519257	1178.892664
MALSU1	325.3089288	308.4072804	360.9360981	446.4560607	441.3064869	394.9095888
PSMD11	1304.543942	1437.378336	1479.838002	1596.450701	1673.955742	1835.454172
IL27RA	98.14404971	102.4312989	76.05439211	156.5770071	142.421639	120.6127808
WRAP53	110.2742132	139.1729604	174.0227616	166.0985818	212.6294891	259.7065522
SPINT2	256.9389167	261.6451656	206.2491989	205.2428336	142.421639	94.35032047
HIF1A	9764.781576	10264.28418	9780.079202	8825.441845	9028.729534	8113.154876
GLI1	16.54113197	14.47398789	28.35926485	37.02834627	46.13658727	51.55223696
EGFL7	253.6306903	233.8105736	273.2801886	185.1417314	216.6413663	151.7386597
CLIP3	2182.326678	2019.678002	2134.679209	1897.967235	1734.1339	1455.134839
AMMECR1L	852.4196677	941.9225963	854.6451181	779.7111772	693.0517783	724.6493685
TAOK3	1023.344698	1066.621569	1045.425627	903.491649	846.5060794	890.0056003
EARS2	405.8091044	447.5802408	402.1859379	555.4251941	533.5796614	581.6648623
EHD1	3556.343374	3433.67528	3637.720246	3258.494472	3114.21964	2677.798271
DLGAP4	4093.378793	3648.558331	4172.679106	3518.750848	3548.505342	3205.965528
ARHGEF7	929.611617	895.1604816	880.4262679	757.4941694	779.3071371	770.3655032
PPP2R5B	830.3648251	735.9466148	855.9341756	648.5250361	707.0933483	527.1945741
RAI14	4739.585682	5055.875307	4868.770152	4263.549585	4283.681831	3695.225438
UQCRFS1	1050.913251	1018.74607	982.2618099	1206.066136	1216.601747	1254.761994
PLEKHG2	1038.783088	977.5508742	1049.2928	1143.646923	1264.744273	1216.827329
SBNO2	1555.969148	1584.344982	1637.103017	1334.078418	1352.002601	1288.805924
FNDC4	663.8507632	580.0728991	703.8253914	495.1218873	540.6004464	416.3086305
YWHAE	7386.166798	8131.041041	7776.883857	8573.649091	8864.242571	9601.360962
MVP	9369.999892	9190.982308	9657.61874	8595.866098	7938.501918	6716.38106
UCP2	15.43838984	15.58737157	27.07020736	38.08629902	40.11877154	58.36102297
URGCP	963.796623	928.5619921	1008.04296	779.7111772	837.4793558	818.0270053
TLNRD1	646.2068891	550.0115397	623.9038268	767.0157442	781.3130757	900.7051211
NOB1	614.2273673	602.3405728	648.3959191	502.5275565	520.5410607	519.4131044
FCGRT	1101.639389	1044.353895	1009.332017	926.7666095	849.5149873	662.3976107
AC145098.2	37.49323248	37.85504524	52.85135723	78.28850354	70.20785019	75.86932986
GPATCH11	292.2266649	272.7790025	274.5692461	358.6459824	322.9561109	462.9974489
IQSEC2	430.0694313	327.334803	393.1625355	293.0529119	310.9204794	252.8977662
TUSC1	304.3568283	277.2325372	304.2175684	393.5584232	368.0897288	388.1008027
ZNF273	5.513710658	13.3606042	10.31245995	32.79653527	13.03860075	49.60686952
BUD13	135.6372822	151.420181	125.0385769	203.1269281	166.4929019	228.5806733
CTNNBIP1	294.4321491	259.4183983	260.3896137	339.6028329	364.0778517	362.8110261
ITGA6	1401.585249	1367.235163	1294.213723	1573.17574	1632.834002	2307.205775
KDM2B	310.9732811	377.4370687	391.873478	434.8185805	425.2589783	519.4131044
TIMM8B	446.6105633	459.8274613	449.8810652	575.5262963	617.8290816	536.9214113
APBB2	980.337755	1025.426373	1005.464845	822.0292872	841.491233	735.3488894
DOT1L	825.9538566	803.8630195	797.9265884	957.4472393	1009.990073	1039.798893
DCUN1D5	588.8642983	593.4335033	562.0290671	689.7851934	693.0517783	770.3655032
HSD17B10	564.6039714	555.5784581	537.5369747	687.6692879	660.956761	712.9771639
REV3L	961.5911388	1074.415255	832.7311407	735.2771617	778.3041678	808.3001681
DYNC2H1	467.5626638	519.9501802	446.0138927	388.2686595	362.0719131	336.5485658
CARM1	1746.743536	1741.332081	1839.485043	2037.616998	2004.935607	2183.674943
GSPT1	3141.712333	3222.13238	2999.636787	3442.57825	3468.267799	3804.166014
SNRK	293.329407	327.334803	311.9519134	244.3870854	221.6562127	232.4714082
ATP6AP1	2744.725166	2701.068816	2829.481198	2546.492271	2479.340081	2297.478938
SLC36A1	388.1652303	397.477975	427.9670878	567.0626743	518.5351221	472.724286
AAAS	632.9739836	616.8145607	665.1536666	752.2044057	756.2388434	804.4094332
TMEM256	67.26727003	65.68963733	68.32004715	89.9259838	107.3177139	118.6674134
RPS4Y1	3071.136837	3096.320024	3033.152282	3404.491951	3526.440018	3456.917927
MDM1	86.01388627	89.07069469	85.07779456	137.5338576	120.3563146	135.2030365
ASCC3	2234.155559	2427.17643	2226.202291	1943.459203	2085.173151	1951.203535
ZBTB18	291.1239227	279.4593046	301.6394534	361.8198407	395.1698996	413.3905794
SLC7A8	775.2277185	797.1827174	845.6217156	969.0847195	914.707991	964.9022464
ZNF680	34.18500608	54.5558005	33.51549483	81.46236179	73.21675805	76.84201357
PRTFDC1	197.3908416	179.2547731	203.6710839	269.7779514	246.7304449	333.6305146
RAB5B	2326.785898	2457.23779	2285.498936	2071.471486	2106.235506	2010.537241
TIMM23	1076.27632	1143.445043	1103.433214	1200.776372	1246.690825	1429.845063
DCTD	2862.718574	2907.044798	2833.34837	2573.999042	2675.922061	2340.277021
NDN	604.3026881	586.7532012	586.5211595	709.8862956	703.0814712	796.6279635
RPS21	2254.004917	2276.869633	2072.804449	2878.689434	2724.064587	2708.924149
WIPI1	712.371417	752.6473701	776.012611	597.7433041	686.0309933	503.850165
AK5	2002.579711	1975.142655	2001.906287	1604.914323	1687.997312	1763.475577
MT1X	50.72613805	41.19519629	48.98418475	92.0418893	71.21081948	94.35032047
DMAC2	583.3505876	616.8145607	520.7792273	722.5817286	668.9805154	762.5840335
ERMARD	327.5144131	311.7474314	297.772281	243.3291326	235.6977828	234.4167756
MFSD6	154.3838984	153.6469483	119.8823469	101.5634641	89.26426667	107.9678925
LATS1	671.5699582	676.9372796	617.4585393	524.7445643	507.5024599	564.1565554
COX6C	1248.304093	1295.978608	1274.877861	1458.916843	1440.263898	1628.272541
DDX5	8803.190437	9926.928923	9349.533999	8443.520902	8450.016255	8476.938586
APH1A	1465.544293	1442.945254	1486.28329	1628.189283	1633.836971	1730.404331
VPS37B	873.3717682	856.1920527	803.0828183	690.8431461	706.090379	690.6054385
ATP5PF	757.5838444	760.4410559	760.5439211	855.8837752	947.8059775	953.2300418
CIAO2A	287.8156964	312.8608151	250.0771537	349.1244077	400.1847461	407.5544771
CBR3	57.34259084	73.48332312	69.60910464	100.5055113	96.28505169	139.0937714
APOL2	484.1037958	521.0635639	471.7950426	429.5288167	389.1520839	349.1934541
FBLN7	249.2197217	229.3570388	203.6710839	149.1713378	186.5522876	143.95719
RHOT2	1316.674105	1151.238729	1312.260528	1518.162197	1511.474718	1683.715513
PRPSAP1	607.6109145	633.515316	621.3257118	698.2488154	707.0933483	860.8250888
LGALS3	2682.971606	2815.747336	2732.801886	2471.377625	2385.060968	2234.254496
CSTF2T	362.8021613	389.6842893	390.5844205	469.7310213	493.4608899	465.9155
LIMA1	8149.264353	9364.670163	8888.051416	7872.226417	7851.24359	7381.696722
METAP1	1239.482156	1307.112445	1194.956296	1374.280623	1558.614274	1655.507685
TAF1C	498.4394435	531.0840171	587.810217	726.8135396	632.873621	627.3809969
WDR44	580.0423612	604.5673402	592.9664469	496.17984	504.4935521	435.7623048
FRG1	283.4047278	247.1711778	283.5926485	327.9653527	359.0630052	359.892975
PNN	671.5699582	713.6789412	667.7317815	787.1168464	775.2952599	1050.498413
GRIA3	574.5286506	556.6918418	536.2479172	451.7458245	493.4608899	368.6471284
MTERF3	241.5005268	241.6042593	242.3428087	289.8790537	309.9175101	348.2207704
GAS7	33.08226395	23.38105736	28.35926485	47.60787378	58.17221873	80.73274844
ACSL4	2202.176037	2256.828727	2268.741188	2531.680932	2555.565747	2538.704499
MSRB1	326.411671	313.9741988	299.0613385	385.0948012	380.1253603	438.680356
ARMC1	915.2759692	842.8314485	782.4578984	962.737003	971.8772405	1160.411673
C3orf18	422.3502364	390.7976729	417.6546278	312.0960614	350.0362816	318.0675752
TRIM41	940.6390383	869.5526569	867.535693	791.3486574	742.1972734	702.2776431
TIGD2	152.1784142	148.0800299	135.3510368	104.7373223	76.22566592	115.7493622
BRD4	1721.380467	1661.168456	1778.899341	1494.887237	1479.3797	1490.151453
LINC00680	181.9524517	138.0595768	162.4212442	133.3020466	93.27614382	100.1864228
SHB	231.5758476	177.0280057	213.9835439	291.9949592	299.8878172	270.4060731
PDGFRA	3226.623477	2979.414737	2963.543177	2317.974477	2483.351958	2734.213926
NUDC	1618.825449	1715.724256	1771.164996	1992.125029	1947.766358	2089.324622
CERS5	1273.667162	1194.660692	1252.963884	1062.184562	1101.260279	1000.891544
BEND7	179.7469675	203.7492141	199.8039115	143.8815741	147.4364854	109.9132599
AEBP1	6908.679455	6250.536	6775.286185	5968.969419	5798.165456	4945.124013
MRPL17	731.1180333	776.0284275	761.8329786	946.8677118	968.8683326	946.4212558
PPP1CC	1444.592192	1527.562414	1438.588163	1688.49259	1779.267518	2203.128617
EHBP1	1596.770607	1742.445465	1559.759567	1342.54204	1400.145127	1350.084998
MYO5A	2304.731055	2414.92921	2298.389511	2133.890698	2082.164243	1887.006409
CCDC77	57.34259084	94.6376131	77.3434496	122.7225191	82.24348165	169.2469666
PPP4C	2357.662677	2134.356521	2339.63935	2677.678412	2670.907215	2656.399229
EXOSC9	545.8573552	700.318337	666.442724	764.8998387	780.3101064	1044.662311
TRIP12	4212.474943	4463.555187	4284.827108	3832.962815	3872.464422	3966.604194
NAA50	2649.889342	2699.955433	2665.770896	2855.414474	3094.160255	3291.561695
AP3S1	1413.715413	1375.028849	1420.541358	1696.956212	1601.741954	1577.692988
SMYD2	442.1995948	516.6100292	403.4749954	550.1354303	554.6420165	597.2278017
SMAD5	1237.276672	1288.184922	1280.034091	1435.641883	1419.201543	1583.52909
TTC28	769.7140079	783.8221132	669.020839	587.1637766	643.9062831	489.2599092
XG	724.5015805	817.2236237	712.8487938	608.3228316	572.6954637	432.8442537
ZRSR2	147.7674456	156.9870994	162.4212442	88.86803105	112.3325603	115.7493622
SLC37A3	800.5907876	741.5135333	742.4971162	650.6409416	617.8290816	605.9819552
ZNF692	199.5963258	190.3886099	167.5774741	288.8211009	267.7928	248.0343476
ABCF3	1302.338457	1242.536191	1370.268115	1104.502672	1085.21277	1092.323813
NPIPA1	190.7743888	237.1507246	242.3428087	155.5190543	151.4483625	137.148404
CLK4	177.5414832	174.8012383	148.2416117	246.5029909	213.6324584	224.6899384
NCSTN	3076.650547	3040.65084	3131.120651	2612.085341	2821.352608	2389.883891
NRBF2	557.9875186	619.0413281	567.1852971	476.0787378	480.4222891	434.7896211
LINC00900	27.56855329	26.72120841	25.78114987	10.57952751	14.04157004	6.808786013
WDR61	455.4325004	447.5802408	407.3421679	554.3672413	493.4608899	587.5009645
LMTK2	414.6310415	413.0653466	501.4433649	325.8494472	348.0303431	354.0568727
GTF2IRD2	70.57549642	75.71009048	74.76533461	48.66582653	41.12174082	39.88003236
NAGPA	529.3162232	472.0746818	471.7950426	397.7902342	405.1995925	368.6471284
ATP13A3	4381.194489	4537.038511	4203.616486	3933.468327	4032.939509	3753.586461
TDP1	179.7469675	162.5540178	238.4756363	269.7779514	231.6859056	314.1768403
GNL3	990.2624342	1037.673593	951.3244301	1129.893538	1144.387958	1160.411673
STXBP3	674.8781846	794.9559501	788.9031859	609.3807843	629.8647131	618.6268435
TTI1	282.3019857	296.1600598	304.2175684	318.4437779	385.1402067	440.6257234
LASP1	10492.59138	10106.1837	10434.92041	11574.00309	11366.65095	11102.21194
MED22	620.8438201	591.206736	644.5287467	737.3930672	735.1764884	758.6932986
GGCX	1079.584547	1115.610451	1149.839284	970.1426723	986.9217798	913.3500095
SETMAR	65.06178577	70.14317207	64.45287467	79.34645629	119.3533453	109.9132599
CGAS	77.19194921	67.9164047	90.23402453	128.0122828	104.308806	181.8918549
AC027307.2	123.5071187	110.2249847	116.0151744	83.5782673	83.24645094	66.1424927
AKAP1	353.9802243	296.1600598	340.3111782	235.9234634	217.6443356	278.1875428
LINC01705	23.15758476	12.24722052	12.89057493	47.60787378	31.09204794	33.07124635
ABCC10	827.0565987	778.2551948	813.3952783	714.1181066	664.9686382	652.6707735
FAM110B	232.6785898	222.6767367	247.4990387	179.8519676	164.4869633	191.6186921
POLR3H	1036.577604	840.6046811	1023.51165	1205.008183	1273.770996	1151.65752
BAIAP2-DT	464.2544374	435.3330203	435.7014327	370.2834627	299.8878172	302.5046357
LMBRD2	467.5626638	534.4241681	464.0606976	372.3993682	409.2114697	408.5271608
NDUFAB1	669.3644739	654.6696059	631.6381717	792.4066102	844.5001408	778.1469729
LAMA5	270.1718222	244.9444104	297.772281	202.0689754	192.5701034	145.9025574
HAUS7	91.52759692	70.14317207	92.81213952	41.26015727	60.1781573	39.88003236
SUMF2	3738.295826	3552.807334	3583.579831	3141.061716	3280.712542	2816.892042
KIAA1671	82.70565987	43.42196366	46.40606976	34.91244077	25.07423221	21.39904176
LIMK2	693.6248008	702.5451043	768.278266	914.0711765	917.7168989	792.7372287
ALMS1	249.2197217	248.2845614	224.2960038	286.7051954	306.9086022	399.7730073
ZNF396	14.33564771	8.907069469	10.31245995	2.115905501	2.005938577	0.972683716
RARG	2276.05976	2169.984799	2138.546381	1957.212589	1960.804959	1831.563437
HDAC11	373.8295826	340.6954072	360.9360981	274.0097624	295.8759401	274.296808
DDX3X	4082.351371	4191.889569	3958.695562	3521.924707	3569.567697	3781.794288
APEX1	2153.655383	2112.088848	2235.225693	2456.566287	2385.060968	2568.857694
AKAP13	995.7761449	1079.982173	1014.488247	870.6951137	851.5209258	896.8143863
MN1	495.1312171	410.8385792	452.4591802	569.1785798	591.7518802	546.6482485
KCND1	59.54807511	70.14317207	68.32004715	94.1577948	113.3355296	107.9678925
ARFGEF2	1413.715413	1316.019514	1278.745033	1120.371963	1144.387958	1141.930683
GALNT5	4789.209078	5225.109627	4921.621509	4086.871475	4230.524458	3147.604505
LIX1L	930.7143591	839.4912974	926.8323377	1048.431176	1071.1712	1125.39506
RUNX3	178.6442253	163.6674015	177.8899341	132.2440938	115.3414682	109.9132599
KTN1	3014.896988	2967.167517	2888.777843	2450.21857	2465.298511	2741.022712
SEPT7P2	104.7605025	111.3383684	117.3042319	144.9395268	143.4246082	186.7552735
MCUB	116.890666	148.0800299	137.9291518	188.3155896	165.4899326	223.7172547
RPS26	4054.782818	4468.008722	4403.420397	5071.825486	5047.944428	4873.145418
AC138932.1	445.5078212	426.4259508	422.8108578	311.0381087	341.0095581	223.7172547
SKIDA1	12.13016345	17.81413894	20.62491989	42.31811002	29.08610936	47.66150209
CUEDC1	1439.078482	1337.173804	1472.103657	1238.862671	1218.607685	1072.870139
PRICKLE2	232.6785898	269.4388514	242.3428087	277.1836207	346.0244045	356.9749238
AIFM2	326.411671	358.5095461	344.1783507	268.7199986	251.7452914	284.0236451
ZDHHC1	471.9736323	443.1267061	381.561018	332.1971637	346.0244045	293.7504823
COL6A3	66073.0003	64808.95084	62849.28714	71772.57255	72647.0715	75026.98576
FZD1	941.7417804	810.5433216	845.6217156	1082.285664	1038.073213	1049.52573
PLA2G6	133.4317979	101.3179152	94.10119701	71.94078704	68.20191161	68.08786013
CCDC47	1449.003161	1638.900782	1649.993591	1384.860151	1345.984785	1375.374775
GLRX3	1307.852168	1343.854106	1434.72099	1497.003142	1596.727107	1688.578931
IRX5	313.1787654	283.9128393	317.1081434	439.0503915	330.9798652	414.3632631
HNRNPK	7281.406295	7895.0037	7842.625789	8281.654132	8501.167688	9385.425177
SEC11A	1949.648089	2034.15199	2018.664035	2269.30865	2277.743254	2337.35897
PRPF6	2037.867459	2026.358304	1991.593827	1754.08566	1779.267518	1790.710721
PBLD	331.9253816	316.2009661	318.3972009	272.9518096	236.7007521	222.744571
CLUH	1316.674105	1270.370783	1421.830415	1546.726921	1509.468779	1636.054011
MED21	286.7129542	341.8087909	279.7254761	378.7470847	347.0273738	498.0140627
DOCK1	1814.010807	1872.711356	1824.016353	1556.248496	1676.96465	1575.74762
MTMR9	456.5352425	509.9297271	464.0606976	575.5262963	586.7370337	611.8180575
TNKS2	1552.660921	1633.333864	1518.509727	1267.427395	1410.174819	1386.074295
IFNGR1	696.9330272	692.5246512	696.0910464	581.8740128	596.7667266	498.0140627
IER3IP1	427.8639471	419.7456487	393.1625355	528.9763753	489.4490127	570.9653414
DKK2	95.93856545	84.61715995	114.7261169	55.01354303	51.15143371	60.3063904
KIAA1549L	1615.517223	1637.787399	1543.00182	1912.778573	1834.430828	1716.786759
ARRDC3	805.0017561	847.2849832	830.1530257	696.1329099	676.0013004	528.1672579
ENTPD4	2123.881346	2151.057277	2181.085279	1950.864872	1879.564446	1887.006409
ATXN7L1	140.0482507	169.2343199	140.5072668	100.5055113	120.3563146	80.73274844
EXOC5	1907.743888	1878.278274	1789.211801	2020.689754	2119.274106	2159.35785
