Gene	CTRL_1	CTRL_2	CTRL_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
NPTX1	220.4073921	207.8814181	219.3174383	180.9099203	158.4691476	101.1591065
CNKSR3	315.7464036	325.7128211	292.0666374	232.7496051	207.6146427	237.3348267
MN1	431.5884283	467.4936961	442.9142413	569.1785798	591.7518802	546.6482485
RNPEPL1	1129.716029	1044.196985	1160.777661	922.5347985	895.6515745	880.2787631
CHSY3	97.38931281	123.5792762	114.4730044	193.6053534	154.4572704	156.6020783
CPXM2	1101.01181	857.3911025	865.5015005	1123.545821	1220.613624	1145.821418
AKAP6	361.8781834	285.4777079	282.4380669	506.7593675	481.4252584	392.9642213
CALR	18312.26626	22209.78248	22129.66445	24313.87011	24161.53016	26113.63973
SDC3	2689.995335	2228.258888	2180.336289	2904.0803	2923.655476	2703.088047
AC078993.1	36.9054238	35.44521876	22.46666441	9.521574755	10.02969288	14.59025574
SH3RF3	321.8973076	278.7718557	289.9269551	232.7496051	206.6116734	219.8265198
LOXL4	2592.606022	1679.336986	1765.237918	3630.89384	3524.434079	2371.4029
TSC22D3	581.2604248	476.1155061	568.0856573	427.4129112	456.3510262	378.3739656
GNAI1	642.7694645	683.0389453	728.5618317	557.5410996	542.606385	592.3643831
PPFIBP1	2715.624101	2398.779129	2303.368023	3041.614158	2991.857387	2828.564247
SLC2A4RG	2247.130249	2204.309415	2290.529929	1958.270541	1891.600078	1817.945865
PAPSS1	1210.702931	1280.81777	1379.025259	1451.511174	1505.456902	1483.342667
TNFAIP2	769.8881465	707.9463964	686.8380264	652.7568471	595.7637573	501.9047975
MEG8	113.7917234	131.2431073	135.8698276	81.46236179	89.26426667	76.84201357
PLAGL1	1083.584249	1066.2305	1078.399892	889.7382632	892.6426667	925.9948978
SOCS2-AS1	96.36416214	64.18458533	71.67935789	57.12944853	33.09798652	46.68881837
PRCP	1091.785454	1157.238494	1135.101473	1329.846607	1281.794751	1334.522059
DNAJB5	344.4506221	366.9059131	299.5555255	409.4277145	468.3866577	415.3359468
ATP8B1	1979.565927	1729.151888	1631.507773	1492.771331	1509.468779	1117.61359
PROSER2	44.08147843	35.44521876	27.81587023	17.98519676	14.04157004	18.48099061
PPP1R12A	2692.045636	2879.68453	2856.475904	3175.974157	3172.391859	3845.01873
CTPS1	1014.899154	1066.2305	1088.028462	1270.601253	1261.735365	1384.128928
RAB23	1057.955482	931.1554767	899.7364177	1106.618577	1201.557207	1083.56966
FGFR3	38.95572512	64.18458533	41.72380534	85.6941728	85.25238951	100.1864228
ETV5	985.1697853	809.4921582	829.126901	746.9146419	734.1735191	640.9985689
AL139393.2	174.2756124	174.3521572	182.9428388	266.6040931	257.7631071	231.4987244
AL365203.2	317.7967049	293.141539	271.7396553	408.3697617	356.0540974	356.0022401
PLCD3	1685.347687	1615.152401	1556.618892	1401.787395	1342.975877	1318.959119
APAF1	400.8339085	443.544224	478.2189997	524.7445643	606.7964195	602.0912203
MCUB	249.1116106	261.5282357	307.0444137	188.3155896	165.4899326	223.7172547
ARC	22.55331454	26.82340879	27.81587023	5.289763753	10.02969288	10.69952088
ADARB1	556.656809	524.0144504	549.8983576	628.4239338	668.9805154	793.7099124
SLC48A1	291.1427878	262.4862146	230.01585	192.5474006	228.6769978	153.6840271
RAB32	1384.978543	1388.111405	1499.91731	1233.572907	1253.71161	1182.783399
MTCO1P12	400.8339085	481.8633794	344.4888543	585.0478711	566.6776479	482.4511232
TUBB2A	1172.772356	1367.03587	1320.183995	1536.147394	1526.519257	1563.102732
PRRC1	1567.455361	1655.387514	1581.225238	1878.924085	1880.567416	1745.96727
NFIX	9157.670856	8221.374795	8034.507131	7698.722166	7516.251847	6236.847988
CSGALNACT2	697.1024496	628.4341489	662.2316796	514.1650368	491.4549513	613.7634249
HTRA3	39.98087578	90.05001524	50.28253464	100.5055113	102.3028674	175.0830689
PKP4	1337.821613	1240.582657	1221.758608	1069.590231	1056.126661	1063.143302
ARMC9	550.505905	444.5022029	445.0539236	352.2982659	385.1402067	338.4939332
AHNAK	46137.93065	40576.15367	38771.04373	37723.42123	36999.53705	34860.0117
AP000892.3	229.6337481	217.461207	203.2698209	312.0960614	321.9531416	268.4607057
CYTOR	500.2735226	582.4511624	557.3872457	732.1033034	632.873621	687.6873873
GLCCI1	141.4707912	142.7388539	125.171416	89.9259838	81.24051236	106.0225251
TNPO2	1923.18264	1827.823713	1814.450612	2110.615737	2179.452264	2041.66312
IER3	667.3730804	541.2580703	601.2507334	468.6730685	509.5083985	458.1340303
EBF1	269.6146239	205.9654604	216.1079148	175.6201566	168.4988404	164.383548
PLEC	44785.75693	37660.06595	37462.62799	34702.96612	33359.7615	29416.87363
SEC14L1	2149.740936	1972.478525	1965.298216	1795.345818	1727.113115	1826.700019
ADAM9	7270.368489	6671.364958	6688.646948	7744.214134	7587.462667	7837.885385
FAM198B-AS1	13.32695859	13.4117044	14.97777628	31.73858252	28.08314007	28.20782777
ZFHX4	960.5661695	906.2480257	836.6157891	759.6100749	789.33683	720.7586337
FLYWCH1	1699.699796	1367.03587	1469.961757	1307.6296	1246.690825	1044.662311
LOXL2	24321.69943	23473.35663	22934.185	21144.24367	20759.45833	18118.17958
TXNIP	1240.4323	801.8283271	805.5903954	594.5694458	647.9181603	450.3525606
BAMBI	188.6277216	200.2175871	197.9206151	160.8088181	116.3444375	122.5581482
PDE7B	338.2997182	292.1835601	281.3682258	214.7644084	247.7334142	209.126999
MT2A	8536.429555	10414.18846	10084.3228	8420.245942	7653.65864	6941.070998
ARHGAP31	1109.213015	1044.196985	1005.650693	1283.296686	1243.681918	1235.308319
ADORA1	7.176054628	14.36968328	12.83809395	25.39086601	29.08610936	40.85271608
NOG	705.3036548	869.844828	854.8030889	1051.605034	1007.984135	1175.974613
IFIT5	491.0471667	550.8378592	502.8253464	415.775431	434.2857019	388.1008027
FZD8	783.2151051	779.7948128	851.5935654	1188.080939	1159.432497	920.1587955
SYVN1	770.9132972	714.6522486	673.9999324	958.505192	894.6486052	793.7099124
KSR1	64.58449165	76.63831084	75.95872254	98.3896058	117.3474067	115.7493622
SYNJ2	2401.927999	2310.645072	2322.625164	2072.529438	2006.941546	2131.150022
NR4A1	259.3631173	251.9484469	246.0634674	206.3007864	190.5641648	179.9464875
CAMLG	649.9455191	615.0224445	636.5554917	476.0787378	556.6479551	526.2218904
SYPL2	102.5150661	98.6718252	89.86665766	65.59307054	60.1781573	50.57955324
PTPN13	1682.272235	1317.220968	1369.396688	1220.877474	1265.747242	1173.056562
NEO1	702.2282029	536.4681759	606.5999392	709.8862956	775.2952599	817.0543216
INF2	4579.348003	4440.232134	4629.20271	4088.987381	4008.868246	3509.442848
ZBED3	72.78569694	41.19309208	66.33015208	27.50677152	39.11580225	34.04393006
PLEKHM2	2879.648207	2753.231317	2724.885441	2576.114948	2491.375712	2263.435007
HAS2	8014.627869	7065.09428	7060.951673	6500.0617	6040.884024	4868.281999
KANSL2	414.1608671	398.5192164	380.8634539	450.6878717	521.54403	491.2052766
SEL1L3	871.3780619	839.1895037	841.9649949	758.5521222	687.0339625	555.4024019
SCARB2	4657.259453	4801.390174	4910.570936	5338.429579	5246.532348	5164.950533
IFRD1	856.000802	800.8703483	855.8729301	706.7124374	706.090379	726.594736
HOMER2	342.4003208	478.0314639	430.0761474	533.2081863	579.7162487	770.3655032
ANXA6	8420.58753	9256.94997	9520.516506	10119.31806	9930.398924	10327.9557
FLOT2	1310.142545	1197.473607	1229.247496	1080.169758	1040.079152	1069.952088
CIART	100.4647648	96.75586743	71.67935789	50.78173203	59.17518802	54.4702881
CEP170	2748.428922	2458.17382	2084.050585	2798.285025	2812.325885	3012.401469
SEC14L2	384.4314979	396.6032586	335.930125	531.0922808	506.4994906	411.4452119
NHSL2	216.3067895	184.8899249	150.8476039	246.5029909	266.7898307	269.4333894
CAVIN4	18.4527119	22.99149325	16.04761744	41.26015727	47.13955655	45.71613466
TMA7	443.8902363	517.3085982	512.4539169	613.6125953	633.8765903	640.0258852
MAGED2	3099.030449	3221.682992	3235.199676	3634.067698	3866.446607	3374.239811
ACSL1	492.0723173	445.4601817	468.5904292	545.9036193	588.7429723	566.1019228
STEAP3	1239.407149	1031.74326	1145.799885	1520.278103	1376.073864	1263.516147
C2CD2	564.8580143	455.0399706	454.6824941	652.7568471	567.6806172	736.3215731
C2orf68	283.9667331	319.9649478	330.5809192	216.8803139	255.7571685	231.4987244
MRGPRF	835.4977888	838.2315248	835.545948	695.0749571	684.0250547	594.3097506
TCP11L2	137.3701886	84.30214192	114.4730044	68.76692879	83.24645094	52.52492067
HAND2-AS1	322.9224582	235.6628058	300.6253667	208.4166919	217.6443356	208.1543153
STC1	151.7222978	152.3186428	165.8253802	126.9543301	78.23160449	98.24105533
UBA5	452.0914415	472.2835905	460.0316999	533.2081863	565.6746787	590.4190157
CREBBP	1772.485493	1506.900787	1602.622062	1457.85889	1372.061987	1429.845063
CUEDC1	1517.222978	1301.893305	1427.168111	1238.862671	1218.607685	1072.870139
SELENOW	1635.115304	1862.310953	1825.149023	2225.932587	2245.648237	1849.071744
ARSJ	1203.526876	1151.49062	1099.796715	1401.787395	1437.25499	1299.505445
RNF152	389.5572512	348.7043143	360.5364718	464.4412575	466.3807191	417.2813142
MFSD1	2248.1554	2224.426972	2146.101372	2822.617939	2704.005202	2362.648746
STMN3	856.000802	966.6006955	1013.139581	1120.371963	1100.257309	1254.761994
NUAK1	501.2986733	417.6787941	393.7015478	522.6286588	545.6152929	550.5389833
COL3A1	17960.63958	22086.2032	20032.77577	16996.01094	17373.43401	17886.68086
CSTF3	362.903334	421.5107096	380.8634539	478.1946433	465.3777498	505.7955324
SCPEP1	526.9274398	547.0059436	540.2697871	632.6557448	661.9597303	625.4356295
CLIP1	2607.983282	2007.923744	2073.352173	1756.201566	1860.50803	1815.027814
AP001000.1	75.86114892	72.8063953	96.28570463	158.6929126	201.596827	77.81469729
ZFYVE9	788.3408584	700.2825653	642.9745387	542.729761	632.873621	538.8667787
CHIC2	359.827882	333.3766521	354.1174248	285.6472427	263.7809228	269.4333894
HUNK	37.93057446	45.02500762	40.65396418	55.01354303	68.20191161	109.9132599
DRAP1	9470.341807	10643.14542	11678.38613	9375.577276	9279.471856	8501.255679
EIF4E	859.076254	953.1889911	997.0919635	1054.778892	1103.266217	1255.734678
IL17RA	791.4163104	674.4171354	794.8919838	915.1291292	871.5803116	978.5198184
AMOTL1	2409.104054	2128.629084	2096.888679	2605.737625	2594.681549	2388.911207
CCDC85A	433.6387296	488.5692316	468.5904292	404.1379507	328.9739266	318.0675752
CACNA1C	665.3227791	635.1400011	534.9205813	837.8985785	757.2418127	764.5294009
RNF144B	93.28871016	99.62980409	60.98094627	42.31811002	69.2048809	36.96198121
ERLIN2	1794.013657	1861.352974	1817.660135	1997.414793	2062.104857	2031.936283
HSP90AA1	22691.70988	23491.55823	22920.27707	25073.48019	25293.88248	26680.71433
ARF3	2582.354515	2624.862146	2559.060061	2827.907702	3017.934589	2756.585652
STARD7	2124.11217	2044.326942	2063.723603	2351.828965	2306.829363	2315.959928
SPTBN1	10443.20978	8820.111599	8992.014971	8683.676177	8350.722295	7968.225003
DDB1	5443.55001	5051.422663	4872.056654	5806.044695	5729.963545	5582.231847
LINC00862	31.77967049	42.15107096	42.7936465	85.6941728	79.23457378	48.63418581
FAM214B	1068.206989	991.5081465	1048.444339	1302.339836	1221.616593	1114.695539
CKAP4	11256.15426	11533.1078	11571.40201	13094.28119	13054.64826	11952.3375
JRK	665.3227791	782.6687494	769.2157959	507.8173203	568.6835865	669.2063967
TRIO	6968.974194	6464.441519	6273.548577	7384.510199	7452.061813	7183.269244
TUSC3	2147.690635	2212.931225	2179.266448	2542.26046	2515.446975	2379.18437
NME1	713.5048601	794.1644961	877.2697533	932.0563733	961.8475476	969.765665
ICK	510.5250292	448.3341184	467.520588	359.7039352	367.0867596	419.2266817
B4GALT1	4785.403286	4087.695904	4217.313863	5349.009107	5617.630984	4712.652605
MMD	116.8671754	137.9489595	135.8698276	187.2576369	153.4543011	211.0723664
PRKAR2B	47.15693041	96.75586743	68.4698344	150.2292906	128.3800689	234.4167756
LRFN3	554.6065077	477.073485	549.8983576	431.6447222	457.3539955	375.4559144
THBD	583.3107262	407.1410263	438.6348767	366.0516517	333.988773	376.4285981
EHD2	16354.2285	15619.84573	15437.80798	14590.22638	14285.29157	12623.48927
STK24	1101.01181	973.3065476	1021.69831	843.1883422	917.7168989	902.6504886
P4HA3	132.2444353	160.9404528	154.0571274	240.1552744	188.5582262	243.170929
UFM1	1470.066048	1427.388539	1564.10778	1699.072117	1830.418951	1594.228611
TPD52L1	68.68509429	68.01650087	68.4698344	41.26015727	36.10689438	43.77076723
TACC2	388.5321006	358.2841032	411.8888476	297.2847229	277.8224929	330.7124635
LINC00475	42.03117711	31.61330322	37.44444069	59.24535403	86.2553588	50.57955324
TPRA1	786.2905571	817.1559893	820.5681717	718.3499176	644.9092524	678.9332339
PCDHGA12	400.8339085	380.3176175	359.4666306	551.1933831	504.4935521	439.6530397
PDGFA	143.5210926	140.8228962	135.8698276	110.0270861	88.26129738	94.35032047
ZNF92	39.98087578	55.56277536	53.49205813	70.88283429	73.21675805	102.1317902
ADD3	1321.419202	1353.624165	1233.52686	1552.016685	1562.626151	1454.162156
TMEM267	549.4807544	505.8128515	430.0761474	425.2970057	413.2233468	363.7837098
ARF4	5800.302441	6301.585109	6098.094627	6729.637446	7042.850343	6525.735052
NSMAF	1305.016792	1244.414572	1162.917344	1066.416373	1071.1712	1122.477008
EYA2	24.60361587	23.94947214	28.88571139	49.72377928	41.12174082	77.81469729
RIPOR1	2901.176371	2635.399914	2690.650524	2476.667389	2391.078784	2367.512165
NCOA1	345.4757728	345.8303777	338.0698074	274.0097624	283.8403086	275.2694917
ASPA	4.100602644	3.831915542	5.349205813	28.56472427	10.02969288	9.726837161
APOBEC3C	1191.225068	1245.372551	1236.736384	1455.742985	1468.347038	1396.773816
SFXN3	1136.892083	1206.095417	1152.218932	1081.227711	966.862394	976.574451
B3GALT5	28.70421851	15.32766217	22.46666441	24.33291326	48.14252584	91.43226932
GCNT1	649.9455191	796.0804538	642.9745387	562.8308633	535.5856	594.3097506
ANKRD28	1357.299475	1227.170952	1139.380838	1038.909601	966.862394	1133.176529
MOXD1	4177.488944	3328.018648	3321.85681	4791.468007	5051.956306	3885.871446
ISG15	391.6075525	459.829865	417.2380534	600.9171623	501.4846442	493.1506441
BMF	17.42756124	3.831915542	13.90793511	27.50677152	42.12471011	23.34440919
NOL6	1055.905181	1207.053396	1051.653863	1291.760308	1374.067925	1265.461515
GNG2	537.1789464	721.3581008	665.4412031	786.0588937	768.2744749	980.4651859
LNCAROD	15.37725992	18.20159882	19.25714093	45.49196827	44.13064869	38.90734865
SSBP3	972.8679774	927.3235611	983.1840284	1105.560624	1109.284033	1202.237073
PBX4	12.30180793	13.4117044	14.97777628	24.33291326	37.10986367	34.04393006
AHR	719.6557641	595.8628668	599.111051	495.1218873	574.7014022	437.7076723
SHANK1	162.9989551	113.9994874	125.171416	223.2280304	215.638397	152.7113434
OTUD6B-AS1	303.4445957	380.3176175	338.0698074	388.2686595	433.2827326	475.6423372
TEAD4	242.9607067	254.8223835	283.5079081	179.8519676	170.504779	237.3348267
PINK1	1607.436237	1473.371526	1583.364921	1397.555584	1373.064956	1131.231162
RRAD	103.5402168	79.51224749	87.72697533	160.8088181	126.3741303	109.9132599
WDR77	466.4435508	501.980936	482.4983643	558.5990523	593.7578187	583.6102297
RPAIN	182.4768177	174.3521572	201.1301386	112.1429916	145.4305468	146.8752411
FBXL7	673.5239843	663.8793676	603.3904157	489.8321235	552.6360779	568.0472902
OLFM2	96.36416214	88.13405746	69.53967557	147.0554323	131.3889768	106.0225251
TTLL1	260.3882679	205.9654604	210.758709	155.5190543	180.5344719	168.2742829
MYPN	889.8307738	866.9708914	898.6665766	783.9429882	704.0844405	550.5389833
HAUS4	109.6911207	121.6633185	111.2634809	68.76692879	77.22863521	80.73274844
MBNL2	2032.873761	2071.15035	2121.495025	1882.097943	1832.42489	1774.175098
LONP1	2611.058734	2214.847183	2274.482312	2057.7181	1942.751512	1882.142991
WNT5A	4227.721326	3716.958076	3479.123461	3262.726283	3218.528446	2396.692677
USP46	437.7393323	402.3511319	451.4729706	506.7593675	556.6479551	524.276523
SLC35D1	520.7765358	567.1235002	495.3364583	572.3524381	620.8379895	738.2669405
UGGT2	553.581357	521.1405137	499.6158229	591.3955876	712.1081948	598.2004854
IFT140	511.5501799	405.2250686	411.8888476	360.7618879	366.0837903	294.723166
HERPUD2	473.6196054	491.4431683	530.6412166	437.9924387	366.0837903	420.1993654
SQSTM1	6926.943017	5107.943417	5352.415336	4672.977299	4577.551832	3417.037895
RAB31	2752.529525	2701.500457	2682.091795	2924.181403	2922.652506	3258.490449
ITSN2	599.7131367	523.0564715	497.4761406	472.9048795	460.3629034	417.2813142
APLP2	19152.8898	15721.39149	15787.64604	21610.80084	21977.06305	17885.70817
GNPNAT1	769.8881465	860.2650392	792.7523015	945.809759	965.8594247	932.8036838
GLI4	316.7715543	287.3936656	281.3682258	230.6336996	214.6354277	192.5913758
CRLF1	1293.740134	1442.716202	1500.987151	1159.516215	1113.29591	715.8952151
ADAMTS1	9384.229152	8486.734946	8561.938824	7288.236499	7034.826589	4858.555162
PCDH10	143.5210926	133.1590651	105.9142751	218.9962194	205.6087041	128.3942505
DDA1	1276.312573	1310.515115	1346.930024	1561.53826	1584.691476	1380.238193
TOMM34	1124.590275	1242.498614	1220.688767	1375.338576	1413.183727	1298.532761
MEPCE	913.409239	928.28154	840.8951538	778.6532244	702.0785019	732.4308383
ARNTL	169.1498591	179.1420516	216.1079148	259.1984239	258.7660764	258.7338685
ATP2B4	10034.17467	9001.169608	8890.380061	10242.04058	10494.06766	10364.91768
ADGRB2	201.9546802	157.1085372	182.9428388	258.1404711	237.7037213	234.4167756
MT-CO3	42383.82893	43416.56107	42044.75769	51665.12257	53403.09976	45992.37683
MYL6	12114.20536	14845.79879	14821.57947	16970.62007	15953.2295	15760.39425
MAF1	3338.915703	3088.523927	3060.815566	2958.035891	2709.020048	2541.62255
NRCAM	22.55331454	10.53776774	11.76825279	39.14425177	40.11877154	24.3170929
POLR3A	871.3780619	704.1144808	764.9364312	995.5335383	994.9455341	821.9177401
ADA	297.2936917	331.4606944	319.8825076	211.5905501	279.8284315	247.0616639
HSPA4L	102.5150661	102.5037407	93.07618114	143.8815741	128.3800689	154.6567109
MYH10	1320.394052	1343.086397	1344.790341	1520.278103	1477.373762	2021.236762
WDR3	619.1909993	601.6107401	544.5491518	685.5533824	685.028024	705.1956942
CNIH4	693.0018469	760.6352351	758.5173843	599.8592096	615.8231431	652.6707735
KIF13A	2286.085974	1947.571074	2045.536303	1830.258258	1886.585231	1747.912638
SLC9B2	419.2866204	497.1910416	475.0094762	570.2365326	545.6152929	564.1565554
ALDH1B1	907.2583351	1091.137951	1000.301487	1180.67527	1185.509699	1309.232282
ENO1	30641.75326	34222.8377	35024.45998	28253.68616	27522.48024	31600.54857
ZBTB7A	2091.307349	1733.941783	1872.222035	1675.797157	1589.706322	1433.735798
ECHDC2	301.3942944	240.4527003	257.8317202	204.1848809	202.5997963	200.3728455
FOXL1	176.3259137	188.7218404	182.9428388	271.8938569	244.7245064	226.6353059
MTSS1L	784.2402557	615.9804234	709.3046908	499.3536983	583.7281258	596.255118
GDF5	68.68509429	30.65532434	47.07301115	30.68062977	30.08907865	16.53562317
FZD9	11.27665727	20.1175566	25.6761879	5.289763753	3.008907865	10.69952088
CERS6	249.1116106	236.6207847	219.3174383	290.9370064	286.8492165	311.2587892
PCMTD1	735.033024	646.6357477	577.7142278	551.1933831	522.5469993	527.1945741
CTDSP1	1497.745116	1491.573125	1545.92048	1356.295426	1294.833351	1336.467426
CTDSP2	4281.029161	4105.897503	4005.485313	3659.458564	3836.357528	3786.657707
SHISAL1	171.2001604	167.646305	159.4063332	205.2428336	225.6680899	220.7992036
ABCE1	1597.18473	1572.043351	1650.764914	1757.259519	1794.312057	1954.121586
GLI2	507.4495772	543.1740281	571.2951808	652.7568471	709.0992869	649.7527224
ARHGAP23	7144.274957	6398.340976	6701.485042	6295.876819	5799.168425	4848.828325
SMAD9	575.1095209	670.5852198	657.952315	768.0736969	742.1972734	831.6445773
INSR	189.6528723	168.6042838	161.5460155	112.1429916	117.3474067	148.8206086
ZNF319	275.7655278	276.8558979	281.3682258	235.9234634	203.6027655	213.9904176
PARP10	833.4474875	786.500665	778.8443664	694.0170044	663.9656689	614.7361086
C1RL	322.9224582	258.6542991	276.0190199	222.1700776	217.6443356	200.3728455
UXS1	678.6497377	749.1394884	777.7745252	872.8110192	880.6070352	863.7431399
PLAUR	1476.216952	1528.934301	1522.383974	1769.954952	1678.970589	1669.125257
DHX58	106.6156688	92.92395189	82.37776952	69.82488154	58.17221873	50.57955324
ANKRD13A	3844.314979	3939.209177	3837.52025	4179.971318	4283.681831	4395.557713
DPYSL3	1320.394052	1477.203441	1398.282399	1605.972275	1651.890418	2230.363761
UBA7	309.5954997	260.5702569	316.6729841	230.6336996	259.7690457	197.4547944
SPSB1	195.8037763	239.4947214	237.5047381	178.7940148	133.3949154	180.9191712
MORF4L1P1	837.5480901	797.0384327	871.9205475	750.0885002	733.1705498	674.0698153
GLIS1	129.1689833	130.2851284	94.14602231	83.5782673	93.27614382	64.19712527
TBC1D2	2243.029647	2170.780154	2363.279128	2006.936368	1956.793082	1583.52909
NDRG2	13.32695859	6.705852198	14.97777628	26.44881876	22.06532434	40.85271608
P4HA2	2409.104054	2849.029205	2822.240987	3248.972897	3154.338412	2848.990605
AFF1	743.2342293	752.0134251	761.7269078	611.4966898	623.8468974	692.5508059
BATF3	28.70421851	22.03351437	13.90793511	10.57952751	7.020785019	7.781469729
SBNO2	1631.014702	1496.363019	1551.269686	1334.078418	1352.002601	1288.805924
HIST1H2BC	30.75451983	26.82340879	36.37459953	71.94078704	50.14846442	35.9892975
HSPA12A	480.7956601	448.3341184	452.5428118	382.9788957	423.2530397	310.2861054
NDUFA4	1620.763195	1958.108842	2060.514079	2410.016366	2157.386939	2060.144111
HIST1H1C	196.8289269	198.3016293	210.758709	333.2551164	322.9561109	178.9738038
RASSF8-AS1	121.9929287	102.5037407	104.8444339	154.4611016	156.463209	145.9025574
CLSTN3	277.8158292	224.1670592	201.1301386	208.4166919	173.5136869	146.8752411
NPAS2	240.9104054	144.6548117	150.8476039	135.4179521	114.3384989	115.7493622
FNDC3A	1419.833666	1401.523109	1309.485583	1570.001882	1637.848848	1527.113434
KRT81	111.7414221	204.0495026	248.2031497	78.28850354	68.20191161	133.2576691
SPCS3	2271.733865	2596.12278	2385.745793	2644.881876	2761.174451	3153.440608
PDE4B	791.4163104	693.5767131	716.7935789	994.4755855	939.7822232	772.3108706
GPC6	541.2795491	465.5777383	426.8666239	593.5114931	636.8854981	546.6482485
FOXL2NB	417.2363191	296.0154756	336.9999662	272.9518096	276.8195236	218.8538361
AP003486.1	52.28268372	46.94096539	49.21269348	85.6941728	75.22269663	67.11517641
KRTAP1-5	2027.748008	1474.329505	1537.361751	1297.050072	1272.768027	822.8904239
ZSWIM8	1060.005784	919.6597301	935.0411761	843.1883422	836.4763865	821.9177401
MAK16	416.2111684	445.4601817	411.8888476	493.0059818	544.6123236	511.6316347
GLIS3	154.7977498	139.8649173	144.4285569	187.2576369	177.525564	228.5806733
NUS1	1044.628524	1212.801269	1156.498297	1289.644403	1258.726457	1452.216788
AP1G1	1801.189712	1810.580094	1706.396654	1965.676211	2063.107826	1948.285483
ARCN1	4900.22016	5134.766826	4724.418574	5373.34202	5577.512213	5256.382802
TIMM44	928.786499	912.9538779	849.4538831	718.3499176	772.2863521	796.6279635
BCL3	344.4506221	272.0660035	288.8571139	216.8803139	220.6532434	235.3894593
SPG7	1586.933223	1641.017831	1512.755404	1737.158416	1821.392228	1818.918549
LARP1	5866.937234	5233.438651	5023.974099	4822.148637	4805.225861	4760.314107
DCAF13	1121.514823	1179.272008	1292.368124	1384.860151	1344.981816	1340.358161
HDAC5	2217.40088	2020.377469	1892.549017	1892.677471	1810.359566	1705.114554
LINC01119	92.2635595	115.9154451	83.44761068	154.4611016	139.4127311	120.6127808
THNSL1	72.78569694	66.1005431	57.77142278	92.0418893	97.28802097	106.0225251
APLP1	256.2876653	281.6457923	267.4602906	369.22551	394.1669303	285.9690125
SLC33A1	194.7786256	224.1670592	226.8063265	240.1552744	266.7898307	322.9309938
AC041040.1	27.67906785	26.82340879	28.88571139	43.37606277	46.13658727	56.41565554
SERTAD1	533.0783438	658.1314943	624.7872389	792.4066102	754.2329049	672.1244479
MMP25-AS1	45.10662909	62.26862756	35.30475837	19.04314951	27.08017079	30.1531952
NEDD4	1051.804578	1072.936352	1014.209422	1181.733222	1244.684887	1303.39618
IGDCC4	104.5653674	91.96597301	85.58729301	113.2009443	149.442424	125.4761994
OSER1	502.3238239	547.0059436	506.0348699	387.2107067	447.3243026	448.4071931
NXN	2014.421049	2301.065283	2443.517215	1987.893218	2045.054379	1927.859125
CPNE1	2547.499393	2851.903142	2777.307658	2348.655106	2346.948135	2517.305457
CARMIL2	88.16295686	139.8649173	126.2412572	183.0258258	165.4899326	248.0343476
ATXN10	2461.386737	2572.173308	2548.361649	2849.066757	2751.144758	2837.3184
PALM2-AKAP2	7.176054628	11.49574663	2.139682325	16.92724401	32.09501723	15.56293946
FAM19A5	673.5239843	741.4756574	763.8665901	654.8727526	618.8320509	555.4024019
PTPN3	46.13177975	41.19309208	39.58412302	17.98519676	28.08314007	23.34440919
GNPTAB	1053.85488	948.3990966	947.87927	1097.097002	1172.471098	1104.968702
C21orf91	167.0995578	159.024495	167.9650625	198.8951171	214.6354277	240.2528779
AC098614.1	114.816874	131.2431073	117.6825279	179.8519676	160.4750861	166.3289155
ANXA11	5492.757242	5394.379104	5661.599432	5180.79462	5045.93849	4456.836787
ZFP36L1	4377.393323	3901.848001	4101.771017	3776.89132	3748.096231	3539.596043
DUSP8	34.85512248	32.57128211	40.65396418	16.92724401	25.07423221	12.64488831
PAG1	126.0935313	142.7388539	117.6825279	160.8088181	167.4958712	221.7718873
SLC9A3R2	1833.994533	2032.831195	2186.755336	1852.475266	1727.113115	1375.374775
ARHGAP17	1448.537884	1417.808751	1457.123663	1215.58771	1305.866013	1296.587394
C1QTNF6	166.0744071	160.9404528	159.4063332	110.0270861	98.29099026	140.0664551
CALCOCO2	1305.016792	1231.960847	1120.123697	1015.634641	1101.260279	1011.591065
TMEM68	318.8218556	286.4356868	284.5777492	370.2834627	377.1164524	349.1934541
SSR3	6994.602961	7702.150239	7900.776986	8327.1461	8319.630247	8270.729638
ZRANB2	971.8428267	1087.306035	1054.863386	1142.588971	1197.54533	1241.144422
KDM6B	459.2674962	368.8218709	403.3301183	339.6028329	351.0392509	270.4060731
DAGLB	536.1537958	563.2915847	567.0158162	424.239053	492.4579206	464.9428163
IER2	779.1145024	835.3575881	823.7776952	724.6976341	725.1467955	666.2883456
CRNDE	299.343993	260.5702569	286.7174316	208.4166919	248.7363835	218.8538361
NTN1	4.100602644	1.915957771	6.419046975	9.521574755	13.03860075	14.59025574
RBCK1	1917.031736	1745.437529	1817.660135	1649.348338	1543.569735	1551.430527
CARD10	164.0241058	144.6548117	117.6825279	82.52031455	127.3770996	88.51421817
KCNT2	23.57846521	29.69734545	21.39682325	12.69543301	14.04157004	3.890734865
WDR19	352.6518274	352.5362299	329.5110781	257.0825184	233.6918442	309.3134217
PKNOX1	551.5310557	488.5692316	494.2666171	600.9171623	609.8053273	600.1458529
SERAC1	211.1810362	223.2090803	217.177756	142.8236213	180.5344719	160.4928132
