Gene	CTRL_1	CTRL_2	CTRL_3	Eto_1	Eto_2	Eto_3
SSX2IP	886.7553219	1019.289534	1031.326881	668.2617318	701.4317207	727.0284262
MEGF8	2394.751944	1850.815207	1861.523623	2840.663731	2389.321385	2776.629841
FAM57A	804.743269	895.7102579	960.717364	673.7754424	753.7607538	763.122036
SUGP2	1703.800399	1734.899762	1779.145853	1319.982332	1460.759393	1486.28329
ATP5F1A	5761.346715	6792.070298	6553.846962	5319.628043	5365.395971	5692.477891
PREB	867.2774593	916.7857934	952.1586347	725.6043226	724.812778	760.5439211
FGD1	760.6617905	755.8453406	758.5173843	607.6109145	541.1044702	586.5211595
LINC01116	512.5753306	560.417648	577.7142278	436.6858841	427.5393345	455.0372951
CAVIN1	38119.20218	39977.41687	39606.58968	34137.58817	34618.43887	36040.75846
RAD21	3690.54238	3898.974064	3683.463123	2738.108713	2829.10794	2835.926485
ATP1A1	4613.177975	4481.425226	4517.93923	5003.141051	5213.97579	5090.488041
MYH10	1320.394052	1343.086397	1344.790341	989.1596921	1020.972838	1005.464845
SPA17	79.96175157	73.76437418	58.84126394	37.49323248	32.28812682	32.22643733
CTR9	1179.948411	1101.675718	1013.139581	1308.95491	1377.255617	1296.791838
SLC38A7	803.7181183	742.4336362	751.0284961	988.0569499	940.8092126	946.1682001
MAFK	755.5360372	607.3586134	638.6951741	885.5019317	825.0173095	919.0979927
ZFP36L2	2640.788103	2331.720607	2330.114052	2246.285722	1970.68912	1965.812677
RAB3B	6204.211801	6038.140915	5852.031159	7115.994975	7044.378566	7174.894008
TBC1D13	783.2151051	755.8453406	766.0062724	977.0295286	861.7589711	975.8165224
CLIC1	9284.789538	10874.97631	10775.44019	8851.711091	8687.732883	8811.997024
TMX3	2109.760061	2071.15035	2094.748996	2475.656085	2646.513016	2317.725373
AKT2	2944.232699	2817.415902	2936.713991	2494.402702	2379.300932	2548.466664
SIK1B	30.75451983	23.94947214	16.04761744	47.41791166	45.64873103	59.29664469
NDE1	453.1165922	433.0064562	437.5650355	302.1513441	355.1693951	341.6002357
POLR1A	1397.280351	1292.313517	1293.437966	1650.804971	1450.73894	1661.595109
FCRLB	230.6588987	232.7888692	282.4380669	148.8701878	165.8941689	199.8039115
SMIM14	973.8931281	890.9203635	872.9903887	1219.632798	1193.547309	1099.566042
STAT3	2313.765042	2036.663111	2176.056925	2572.697393	2620.905191	2607.763309
TJP1	1776.586096	1640.059852	1697.837925	1943.031636	1992.956794	1970.968907
LSM10	643.7946152	771.1730028	831.2665833	562.3984871	553.3516907	632.9272292
NUP205	946.2140602	1148.616684	973.5554579	800.5907876	807.2031706	730.8955987
PBX3	485.9214134	515.3926404	478.2189997	358.3911928	367.4166156	349.3345807
MRPL37	1817.592122	1998.343955	2050.885509	1670.654329	1596.592202	1776.321226
LYPLA1	1090.760303	1165.860304	1146.869726	906.4540322	940.8092126	880.4262679
SLC43A3	209.1307349	248.1165313	210.758709	143.3564771	132.4926583	136.6400943
HMGXB3	1361.400078	1222.381058	1282.739554	1509.653978	1514.20181	1528.822187
NUDCD2	313.6961023	376.485702	460.0316999	245.9114954	275.0057698	288.7488785
EGFL7	179.4013657	176.2681149	176.5237918	253.6306903	233.8105736	273.2801886
RNF185	1023.10036	983.8443154	973.5554579	1177.728597	1221.381901	1267.143516
TEP1	606.8891914	586.2830779	572.365022	715.6796434	690.2978838	757.9658061
PLXNA3	2814.038565	2539.602025	2464.914039	3210.082345	3035.083921	3269.049803
GALNT10	5406.644587	5691.352559	5385.580412	6153.301094	6160.351921	6088.218541
GALNT7	286.0170344	246.2005736	224.6666441	325.3089288	380.7772198	329.9987183
HTRA3	39.98087578	90.05001524	50.28253464	28.67129542	26.72120841	14.17963243
ANKH	1380.877941	1087.306035	1241.015749	1708.147562	1641.12755	1601.009407
GRIA3	434.6638803	427.2585829	408.6793241	574.5286506	556.6918418	536.2479172
ZNHIT6	582.2855755	526.888387	502.8253464	714.5769013	713.6789412	692.2238739
SLC9A6	565.8831649	495.2750838	509.2443934	656.1315683	656.8963733	632.9272292
ULBP2	249.1116106	261.5282357	269.599973	325.3089288	323.9946519	386.717248
TMEM217	23.57846521	16.28564105	19.25714093	40.80145887	53.44241681	45.11701227
CHADL	4.100602644	5.747873313	6.419046975	31.97952182	12.24722052	16.75774741
PSEN1	917.5098417	879.4246169	905.0856235	1151.262785	1124.51752	1045.425627
HSPA6	10.25150661	6.705852198	6.419046975	26.46581116	21.15428999	25.78114987
CUL9	511.5501799	443.544224	452.5428118	612.0218831	611.2476423	640.6615742
AKAP8L	464.3932495	404.2670897	416.1682122	553.5765501	521.0635639	583.9430445
GXYLT1	539.2292477	474.1995483	534.9205813	639.5904363	613.4744097	659.9974366
SEC61B	1214.803533	1521.27047	1498.847469	1186.550534	1064.394802	1149.839284
PRKG2	58.43358768	39.2771343	32.09523488	77.19194921	80.16362522	83.78873707
IFI6	312.6709516	289.3096234	328.4412369	613.1246252	416.4054977	415.0765128
PRTFDC1	239.8852547	314.2170744	335.930125	197.3908416	179.2547731	203.6710839
CASP7	266.5391719	301.7633489	316.6729841	211.7264893	227.1302715	206.2491989
WDR26	2560.826351	2345.132312	2266.993424	2775.601945	2865.849602	2806.278163
ARHGDIA	7070.46411	6990.371927	7553.078608	6155.506579	6015.612042	6581.927561
G6PD	2480.8646	2385.367425	2424.260074	2862.718574	2761.191535	2893.934073
RBM25	1677.146482	1630.480063	1603.691903	1275.872646	1410.657127	1403.78361
PCMT1	1440.336679	1568.211436	1573.73635	1264.845225	1292.638457	1229.760849
MRPL43	980.044032	1127.541148	1131.89195	892.1183845	835.0377627	910.0745903
MT-TN	349.5763754	381.2755964	450.4031294	588.8642983	675.8238959	470.5059851
IPO9	1574.631415	1648.681662	1570.526827	1271.461678	1321.586432	1357.37754
FSTL3	1398.305502	1689.874754	1638.996661	1221.838282	1140.104892	1313.549586
RNF123	527.9525905	531.6782814	562.7364515	682.5973795	679.164047	659.9974366
LINC00517	20.50301322	22.03351437	39.58412302	8.821937053	10.02045315	3.86717248
ATP2C1	2993.43993	2853.8191	2855.406063	3090.986195	3472.643709	3275.495091
ATP13A2	1425.98457	1315.30501	1355.488753	1908.84663	1614.406341	1794.368031
MARVELD1	3391.198387	3540.689961	3442.748861	3151.637012	2830.221324	3070.534949
SLC25A40	173.2504617	200.2175871	190.4317269	124.6098609	89.07069469	131.4838643
AMOTL1	2409.104054	2128.629084	2096.888679	2593.649494	2510.680206	2645.145976
PCNX1	1533.625389	1468.581631	1437.866523	1757.770958	1788.094196	1597.142234
TMEM50B	486.946564	594.9048879	617.2983508	404.7063623	434.2196366	439.5686052
PACSIN3	345.4757728	358.2841032	405.4698006	485.2065379	456.4873103	504.0214799
AZIN1	3163.61494	3276.287788	3195.615553	2670.841443	2614.224889	2727.645656
HSPA2	327.0230609	364.9899554	389.4221832	275.6855329	268.3254677	260.3896137
FKBP3	702.2282029	800.8703483	813.0792836	564.6039714	673.5971286	611.0132518
C1orf43	2184.596059	2171.738133	2284.110882	2458.012211	2637.605946	2561.357239
LIPA	1271.18682	1470.497589	1395.072876	1075.173578	1171.279635	1062.183374
U2AF2	3460.908632	3754.319252	3882.453579	3163.767176	3023.950085	3203.307871
NUP54	408.0099631	544.132007	525.2920108	315.3842496	389.6842893	349.3345807
TRNP1	5694.711922	7318.000706	8445.326137	5129.956396	4706.27283	5205.214158
CLCA2	1.025150661	3.831915542	1.069841163	9.924679185	13.3606042	14.17963243
SLC35E2B	1337.821613	1113.171465	1068.771321	1440.181224	1426.244499	1421.830415
TMEM97	217.3319402	252.9064258	223.596803	152.1784142	171.4610873	180.4680491
H2AFJ	891.8810752	875.5927013	940.3903819	1157.879238	1180.186705	1184.643836
CISD3	711.4545588	794.1644961	872.9903887	592.1725247	601.2271891	708.9816213
IGIP	290.1176371	227.0409959	259.9714025	361.6994192	388.5709056	382.8500755
SBSN	38.95572512	47.89894427	49.21269348	13.23290558	21.15428999	21.91397739
ADAMTS5	836.5229395	650.4676632	680.4189794	1139.132622	1141.218276	1098.276984
APCDD1L-DT	304.4697463	319.0069689	390.4920243	210.6237471	250.5113288	232.0303488
CENPT	1063.081236	1071.020394	1097.657033	895.4266109	910.7478532	908.7855328
TUBA1A	8785.541166	10677.63266	10733.71638	7712.578469	8044.197114	7917.391124
FAP	1238.381999	1005.87783	1040.955451	1464.441551	1478.573532	1387.025863
TUBG1	1243.507752	1427.388539	1425.028429	1127.002459	1120.063986	1093.120754
SNAPC2	779.1145024	866.9708914	963.9268875	735.5290018	615.701177	716.7159663
C3orf14	106.6156688	141.7808751	147.6380804	76.08920708	79.05024153	77.3434496
C20orf194	760.6617905	694.534692	638.6951741	910.8650007	831.6976116	895.8949579
RNASEH1	487.9717147	547.0059436	564.8761338	404.7063623	418.632265	438.2795477
GAS2L1	1633.065003	1749.269445	1842.266482	1417.023639	1263.690481	1505.619152
FLCN	510.5250292	455.0399706	455.7523353	626.3575308	609.0208749	616.1694818
GAB2	444.9153869	342.956441	329.5110781	508.3641227	479.8683676	511.7558248
RIBC2	11.27665727	16.28564105	16.04761744	1.102742132	1.113383684	1.289057493
DNAJB2	1022.075209	917.7437723	954.298317	1271.461678	1138.991508	1157.573629
WRAP53	218.3570908	223.2090803	223.596803	110.2742132	139.1729604	174.0227616
NCKAP1	5357.437355	4852.163055	4943.736012	5692.354883	5865.305245	5430.799219
HS1BP3	452.0914415	405.2250686	404.3999595	553.5765501	499.9092739	574.919642
ITFG1	1294.765285	1234.834783	1287.018919	1576.921248	1631.107096	1434.72099
RIPK2	662.2473271	710.820333	774.5650017	870.0635419	924.1084574	855.9341756
SON	4448.128719	4188.283687	4043.999595	4830.010537	4840.992256	4558.107296
POR	1080.508797	1039.407091	1079.469733	1297.927489	1259.236946	1325.151103
PRKAB1	438.764483	433.0064562	379.7936127	570.117682	529.9706334	500.1543074
LIF	38.95572512	20.1175566	22.46666441	74.98646495	45.64873103	45.11701227
BUB3	2011.345597	2265.620064	2053.025191	1625.441902	1700.136885	1671.907569
EPGN	64.58449165	64.18458533	59.9111051	109.171471	118.0186705	121.1714044
NDUFB6	497.1980706	662.9213888	692.1872322	442.1995948	469.8479145	491.130905
NAA40	427.4878257	433.0064562	396.9110713	310.9732811	300.6135946	302.9285109
LCORL	117.892326	124.5372551	166.8952214	66.1645279	90.18407837	82.49967957
CCHCR1	418.2614697	469.4096539	456.8221764	312.0760232	300.6135946	351.9126957
SEC62	2482.914901	2267.536022	2309.78707	2817.506146	2871.41652	2788.231358
VEPH1	349.5763754	370.7378287	345.5586955	272.3773065	277.2325372	234.6084638
NOLC1	1003.622497	1139.994874	1083.749098	820.4401459	861.7589711	848.1998306
ADAM15	1661.769222	1597.908781	1413.260176	2003.682453	1883.845193	1876.86771
CD59	11222.32429	10839.53109	10887.77351	13583.57758	14431.67931	14008.18778
ZNF93	41.00602644	50.77288093	40.65396418	8.821937053	15.58737157	21.91397739
NDUFB5	713.5048601	851.6432292	876.1999122	691.4193165	653.5562223	636.7944017
FAM122B	396.7333058	428.2165618	481.4285232	324.2061867	344.0355582	332.5768333
SELENOW	1635.115304	1862.310953	1825.149023	1520.6814	1349.421024	1503.041037
IL1R1	1611.536839	1525.102386	1583.364921	1253.817804	1275.937701	1187.221951
SUCLG2	1041.553072	1187.893818	1139.380838	959.3856545	976.4374905	823.7077382
PTTG1IP	10104.91007	10183.31555	9988.037094	11148.72295	11658.24055	11363.0418
AEBP1	5939.72293	5196.077475	5245.43122	6908.679455	6250.536	6775.286185
CPSF1	2562.876653	2683.298858	2636.088625	2322.374929	2051.966129	2226.202291
SETX	1684.322536	1585.455055	1494.568104	1857.01775	1858.237368	1812.414836
ZMYND19	468.4938521	506.7708304	578.784069	392.5761989	293.9332925	404.7640529
CIAO2A	331.1236635	432.0484774	431.1459885	287.8156964	312.8608151	250.0771537
CELF2	147.6216952	184.8899249	141.2190335	86.01388627	82.39039258	101.835542
BX679664.3	583.3107262	662.9213888	858.0126124	523.8025125	516.6100292	507.8886524
STRBP	89.18810752	102.5037407	116.6126867	56.23984871	62.34948628	29.64832235
SNX19	1827.843629	1804.83222	1752.399824	2156.963609	2064.213349	1969.67985
ENTPD6	1319.368901	1239.624678	1203.571308	1379.530407	1497.501054	1558.470509
EXOC6B	608.9394927	566.1655213	603.3904157	818.2346617	803.8630195	679.333299
COG3	431.5884283	460.7878439	482.4983643	555.7820343	584.5264339	583.9430445
CDIPT	2071.829486	2002.175871	2023.069638	2541.820613	2359.260026	2495.615307
FAM13B	665.3227791	622.6862756	595.9015276	778.5359449	833.924379	759.2548636
SLC8A1	1422.909118	1234.834783	1201.431626	1603.387059	1616.633109	1603.587522
USP19	996.4464426	900.5001524	986.3935519	1215.221829	1189.093774	1045.425627
MRPL18	754.5108866	793.2065172	869.7808652	668.2617318	567.8256786	663.8646091
SLC31A1	1488.51876	1276.027875	1277.390348	1661.832392	1609.952806	1535.267475
KDM3A	431.5884283	387.0234697	380.8634539	470.8708902	556.6918418	498.8652499
SMAP2	669.4233817	711.7783119	722.1427847	545.8573552	536.6509355	560.7400096
ARL3	444.9153869	569.039458	593.7618452	422.3502364	395.2512077	406.0531104
ZFYVE27	525.9022891	441.6282662	452.5428118	641.7959206	565.5989113	590.3883319
DNMT3B	57.40843702	68.01650087	75.95872254	28.67129542	31.17474314	38.6717248
SCAMP1	901.1074311	845.8953559	826.9872187	980.337755	1091.11601	988.7070974
SLC38A10	3031.370505	2904.591981	2712.047347	3673.23404	3402.500537	3608.071924
BOLA1	144.5462432	146.5707695	165.8253802	104.7605025	101.3179152	95.39025451
AC008687.4	45.10662909	72.8063953	86.65713417	18.74661624	22.26767367	36.09360981
POLB	189.6528723	205.0074815	208.6190267	151.075672	120.2454378	158.5540717
LTBP2	25356.07645	21145.46794	21238.48676	34339.38998	31593.37541	31891.28238
NPAS2	240.9104054	144.6548117	150.8476039	255.8361745	308.4072804	273.2801886
BIRC6	1818.617273	1770.34498	1594.063332	2036.764717	2075.347186	1950.343987
GREM1	82669.17446	71480.55252	70956.14527	86166.06468	90225.27357	85696.54216
ZNF655	740.1587773	742.4336362	745.6792903	895.4266109	931.9021432	968.0821775
CMAS	553.581357	578.6192468	575.5745455	683.7001216	725.9261617	679.333299
GDNF-AS1	88.16295686	69.93245864	67.39999324	124.6098609	107.9982173	125.0385769
SEC23A	3990.911524	4394.249148	4559.663035	3577.295475	3836.720174	3599.048521
SBNO1	1078.458495	1034.617196	1036.676087	1248.304093	1236.969272	1273.588803
SPECC1	332.1488142	390.8553853	388.352342	309.870539	267.2120841	253.9443262
MIPEP	307.5451983	357.3261243	374.4444069	247.0142375	267.2120841	275.8583036
MADD	762.7120919	672.5011776	627.9967624	836.9812779	848.3983669	890.7387279
PDXP	63.55934099	110.1675718	96.28570463	55.13710658	32.28812682	48.98418475
EEF1A1	138836.154	132258.5649	136568.4339	146594.128	161170.0819	152057.2219
SESN3	384.4314979	277.8138768	300.6253667	505.0558963	424.1991834	407.3421679
NRIP3	265.5140212	294.0995178	311.3237783	177.5414832	210.4295162	221.7178889
SAAL1	193.7534749	193.5117349	170.1047448	103.6577604	131.3792747	113.4370594
ARFGEF2	1224.029889	1045.154964	1075.190368	1413.715413	1316.019514	1278.745033
CTSB	93043.69915	76167.94321	77759.26522	117466.2973	114248.7533	113921.745
ELOF1	770.9132972	909.1219623	862.291977	696.9330272	643.5357691	697.3801039
SYNRG	731.957572	651.4256421	710.374532	854.625152	814.9968564	815.9733933
EEF1AKMT2	128.1438326	128.3691707	118.752369	69.47275429	84.61715995	64.45287467
USP9X	3125.684366	2959.196777	2840.428287	3350.130596	3490.457848	3310.299643
PRRC2B	3573.675205	3214.019161	3134.634606	3900.39892	3807.772198	3762.758823
EPB41L4A-AS1	146.5965445	122.6212973	127.3110983	172.0277725	202.6358304	208.8273139
TNIP1	1693.548892	1515.522597	1550.199845	1951.853573	1904.999483	1951.633045
MPP1	307.5451983	396.6032586	393.7015478	253.6306903	282.7994556	281.0145335
AL391056.1	54.33298504	43.10904985	58.84126394	106.9659868	87.957311	79.92156459
TSPAN9	512.5753306	462.7038017	478.2189997	666.0562475	597.8870381	665.1536666
R3HDM1	641.7443139	679.2070298	627.9967624	468.6654059	505.4761923	502.7324224
PRPF4	888.8056232	946.4831389	968.2062521	773.0222343	774.9150438	738.6299437
EFNB1	309.5954997	322.8388844	311.3237783	401.3981359	404.1582771	427.9670878
SFXN1	975.9434294	1024.079429	1018.488787	774.1249764	861.7589711	805.6609333
TTF2	318.8218556	321.8809055	287.7872727	190.7743888	215.9964346	204.9601414
LGMN	1200.451424	1174.482114	1099.796715	1346.448143	1430.698033	1361.244713
PDE4D	99.43961413	78.55426861	84.51745184	136.7400243	150.3067973	116.0151744
MAP3K13	243.9858573	274.9399401	273.8793376	189.6716466	198.1822957	194.6476815
HSPG2	20898.72138	18409.48024	17208.3951	25484.37066	22626.18322	24049.94565
KIF1C	11739.00022	9934.241042	10530.44656	13162.33008	12304.00309	13657.56414
NUP188	1380.877941	1428.346518	1320.183995	1173.317628	1147.898578	1111.167559
ZNF738	70.73539562	91.96597301	110.1936397	41.904201	56.78256786	51.56229973
SKIDA1	37.93057446	45.9829865	46.00316999	12.13016345	17.81413894	20.62491989
ARTN	13.32695859	27.78138768	20.32698209	3.308226395	3.340151051	7.73434496
RFTN1	1597.18473	1480.077378	1483.869692	1884.586303	1845.990147	1702.844949
FBXO44	227.5834468	191.5957771	212.8983914	298.8431177	295.0466761	314.5300284
EDC4	959.5410188	908.1639834	920.0633998	759.7893287	714.7923249	714.1378513
HIPK3	1420.858816	1190.767755	1204.641149	1683.887235	1695.68335	1479.838002
UBXN7	1005.672799	955.1049488	853.7332477	1107.1531	1155.692264	1106.011329
CMTM3	673.5239843	729.0219319	652.6031092	577.836877	515.4966455	516.9120548
CLIP1	2607.983282	2007.923744	2073.352173	2766.780008	2946.013227	2690.262989
NACC2	2077.98039	1821.117861	1908.596634	2324.580413	2145.490358	2338.350293
SNHG18	281.9164318	304.6372856	301.6952078	215.0347157	220.4499693	224.2960038
C5orf30	3927.352183	3699.714456	3603.225036	4663.496475	4689.572075	4622.560171
CSF1	1624.863798	1426.43056	1448.564934	1966.189221	1794.774498	1809.836721
REXO2	1410.60731	1434.094392	1431.447476	1659.626908	1706.817187	1747.961961
HLX	248.08646	244.2846158	284.5777492	212.8292314	133.606042	163.7103017
ANKRD33B	105.5905181	131.2431073	106.9841163	177.5414832	151.420181	181.7571066
ASPA	4.100602644	3.831915542	5.349205813	19.84935837	21.15428999	15.46868992
STK17A	1910.880832	1948.529053	1843.336323	2165.785547	2304.704225	2097.296542
SH3BGRL	1474.166651	1420.682687	1345.860183	1648.599487	1797.001265	1695.110604
DCAF15	551.5310557	543.1740281	564.8761338	412.4255572	376.3236851	449.8810652
ZNF274	251.161912	298.8894123	247.1333086	368.315872	350.7158603	335.1549483
FAM84B	21.52816388	20.1175566	14.97777628	45.2124274	38.96842893	50.27324224
AL645608.2	61.50903967	50.77288093	83.44761068	28.67129542	34.51489419	27.07020736
HS3ST3B1	609.9646434	584.3671201	564.8761338	433.3776577	418.632265	528.5135723
LEPROT	2059.527678	1833.571587	1876.501399	2374.203809	2308.044376	2396.35788
SNX33	1267.086217	1035.575175	1029.187198	1503.037525	1480.800299	1371.557173
MAMLD1	375.205142	323.7968633	316.6729841	240.3977847	237.1507246	255.2333837
BOD1L1	1203.526876	967.5586743	935.0411761	1213.016345	1311.565979	1301.948068
SPP1	27.67906785	27.78138768	25.6761879	5.513710658	7.793685785	9.023402453
CHST6	10.25150661	22.99149325	8.558729301	2.205484263	2.226767367	0
EPHB3	228.6085974	236.6207847	276.0190199	192.979873	164.7807852	155.9759567
ARHGEF1	1638.190756	1608.446549	1719.234748	1476.571714	1285.958155	1371.557173
LINC01085	59.45873834	72.8063953	54.56189929	39.69871674	26.72120841	23.20303488
FTH1	22602.52178	19211.30857	17245.83954	28458.46619	22970.21878	25363.49524
PIK3C3	716.5803121	712.7362908	696.4665968	821.5428881	879.57311	846.9107731
PTPN11	5072.445471	4515.912466	4611.015411	5397.922734	5580.279022	5353.45577
CLCF1	353.6769781	319.0069689	312.3936195	417.9392679	463.1676124	439.5686052
NABP2	603.8137394	705.0724597	694.3269145	519.391544	546.6713886	527.2245148
MCL1	5581.94535	5387.673252	5159.843927	6060.670755	6095.775668	6183.608795
C1QL1	16.40241058	27.78138768	39.58412302	3.308226395	11.13383684	10.31245995
LRRC4	64.58449165	88.13405746	83.44761068	35.28774821	46.76211471	32.22643733
CHAC2	38.95572512	53.64681759	46.00316999	25.36306903	16.70075525	21.91397739
MYH2	87.13780619	60.35266979	60.98094627	125.712603	115.7919031	112.1480019
CBLB	716.5803121	635.1400011	573.4348631	798.3853033	875.1195753	805.6609333
KLC1	1727.378864	1641.97581	1727.793478	2003.682453	1962.895434	2096.007484
LTBP4	668.398231	629.3921278	586.2729571	485.2065379	456.4873103	537.5369747
TIGAR	22.55331454	23.94947214	27.81587023	48.52065379	44.53534734	54.14041472
REEP4	680.700039	739.5596996	766.0062724	552.4738079	525.5170986	513.0448823
XRCC6	6202.1615	7025.817146	6967.875492	5623.984871	5924.31458	5776.266628
NETO2	193.7534749	238.5367425	216.1079148	120.1988923	153.6469483	170.1555891
ZFHX3	526.9274398	442.5862451	446.1237648	659.4397947	573.392597	555.5837796
EMP1	9991.118343	10304.97887	10258.70691	11422.203	11920.9991	11306.32327
NDUFS8	1438.286378	1654.429535	1744.910936	1333.215237	1225.835436	1323.862046
UBASH3B	883.6798699	1015.457619	1040.955451	770.81675	787.1622643	734.7627712
PALM3	11.27665727	17.24361994	13.90793511	1.102742132	1.113383684	1.289057493
MIR4435-2HG	673.5239843	645.6777688	620.5078743	495.1312171	563.3721439	509.1777099
ABHD11	234.7595014	292.1835601	285.6475904	196.2880994	201.5224467	183.0461641
GOLT1B	1338.846763	1503.068871	1436.796681	1269.256194	1239.19604	1156.284572
MTMR2	1001.572196	1106.465613	1255.993525	924.0979063	898.5006326	863.6685205
UBB	4581.398304	4868.448696	4857.078878	4150.721383	3896.842893	4315.764488
MRPL14	650.9706698	738.6017207	768.1459547	538.1381602	547.7847723	613.5913668
LINC00963	417.2363191	381.2755964	357.3269483	496.2339592	499.9092739	506.5995949
LIX1L	1112.288467	1126.583169	1058.07291	930.7143591	839.4912974	926.8323377
ZFYVE26	755.5360372	636.09798	679.3491382	894.3238687	826.1306932	804.3718758
GPR155	115.8420247	99.62980409	97.35554579	137.8427665	163.6674015	161.1321867
GAA	779.1145024	631.3080855	590.5523217	996.878887	871.7794242	876.5590955
KLF11	172.2253111	134.117044	138.00951	209.521005	207.0893651	213.9835439
KCNK6	1150.219042	955.1049488	943.5999054	1603.387059	1441.83187	1613.899982
LENG9	73.8108476	77.59628972	62.05078743	109.171471	112.451752	132.7729218
COPS3	990.2955386	1122.751254	1098.726874	883.2964474	935.2422942	897.1840154
CEP152	104.5653674	114.9574663	103.7745928	50.72613805	55.66918418	37.38266731
LCE2A	35.88027314	22.03351437	20.32698209	54.03436445	61.2361026	55.42947221
NR4A3	69.71024496	50.77288093	56.70158162	109.171471	94.6376131	85.07779456
COMMD8	673.5239843	730.9378896	717.8634201	570.117682	584.5264339	576.2086995
DYRK3	421.3369217	367.863892	359.4666306	507.2613805	523.2903313	483.39656
PIGK	1018.999757	1086.348056	1012.06974	1306.749426	1240.309424	1180.776664
MID1IP1	1197.375972	1126.583169	1218.549084	1473.263488	1367.235163	1436.010048
TMEM201	287.0421851	267.276109	308.1142548	219.4456842	194.8421446	180.4680491
XRCC4	82.01205289	119.7473607	112.3333221	67.26727003	65.68963733	60.58570219
ARHGAP24	467.4687015	448.3341184	396.9110713	556.8847765	560.0319928	527.2245148
PACSIN2	1363.450379	1483.909294	1460.333187	1187.653276	1186.867007	1223.315561
LINC00565	114.816874	112.0835296	121.9618925	157.6921248	177.0280057	172.7337041
FGF1	299.343993	347.7463354	334.8602839	256.9389167	248.2845614	207.5382564
TMEM107	136.3450379	172.4361994	145.4983981	115.7879238	90.18407837	88.94496704
CEP70	106.6156688	134.117044	126.2412572	57.34259084	79.05024153	67.03098965
NXT1	207.0804335	249.0745102	274.9491788	143.3564771	172.574471	177.8899341
C1orf131	133.2695859	164.7723683	165.8253802	105.8632446	97.97776416	104.413657
PRSS3	41.00602644	52.6888387	57.77142278	14.33564771	23.38105736	30.93737984
MET	4268.727353	4352.098077	4097.491653	4691.065028	4741.901108	4658.653781
R3HCC1	650.9706698	778.8368339	805.5903954	587.7615562	633.515316	590.3883319
CBR3	94.31386082	142.7388539	109.1237986	57.34259084	73.48332312	69.60910464
CDKN2A	761.6869412	957.0209066	1027.047516	714.5769013	590.0933523	705.1144488
TRPM7	1186.099315	972.3485688	1067.70148	1279.180873	1269.257399	1319.994873
TMEM19	495.1477693	533.5942392	494.2666171	390.3707146	369.6433829	385.4281905
MMP2	27537.59706	23663.99443	24392.37851	31757.87065	29398.89616	30111.09399
HELZ2	832.4223368	652.383621	650.4634268	954.974686	880.6864937	956.48066
GSS	1293.740134	1253.994361	1310.555424	1589.051412	1457.419242	1474.681772
GBP5	44.08147843	70.89043753	70.60951673	11.02742132	27.83459209	24.49209237
DIAPH1	2732.026512	2973.566461	2705.6283	2421.621721	2400.455222	2455.654525
BOP1	2226.627236	2501.28287	2457.42515	2061.025044	1766.939906	1893.625458
AK2	1390.104296	1520.312491	1572.666509	1250.509577	1277.051085	1348.354138
DDRGK1	612.0149447	587.2410568	645.114221	785.1523977	731.4930801	730.8955987
KDM5C	1881.151463	1732.025825	1827.288706	2132.703283	2083.140872	2017.374977
AL365356.5	23.57846521	42.15107096	35.30475837	11.02742132	13.3606042	15.46868992
CPQ	870.3529113	752.971404	801.3110308	1050.913251	1026.539756	1022.222592
FMOD	93.28871016	64.18458533	60.98094627	127.9180873	121.3588215	117.3042319
CARHSP1	495.1477693	643.761811	576.6443866	406.9118466	429.7661019	404.7640529
ARFGEF1	1582.832621	1467.623653	1507.406198	1819.524517	1799.228033	1680.930971
ZNF160	299.343993	241.4106791	212.8983914	347.3637715	338.4686398	315.8190859
SLC6A8	974.9182787	889.0044057	876.1999122	1254.920546	1101.136463	1090.542639
PSIP1	1007.7231	981.9283576	976.7649814	784.0496556	783.8221132	743.7861736
PNRC2	1098.961509	1120.835296	1176.825279	940.6390383	965.3036537	939.7229126
NCOA4	3701.819037	3963.158649	3746.583751	4312.824477	4596.047846	4252.60067
PTDSS1	1954.962311	2076.898224	2136.472802	1745.640794	1733.538395	1833.039756
LACTB	888.8056232	838.2315248	847.3142008	1052.015994	1015.405919	1020.933535
ABHD14B	763.7372425	714.6522486	663.3015208	850.2141835	863.9857385	866.2466355
RPL26L1	655.0712724	886.1304691	854.8030889	612.0218831	624.6082465	594.2555044
MPHOSPH9	306.5200477	353.4942087	351.9777425	226.062137	238.2641083	265.5458436
TRIM24	284.9918838	302.7213278	305.9745725	223.8566527	220.4499693	210.1163714
AKT1	3197.444912	3346.220247	3393.536168	2899.109064	2752.284466	2864.28575
SMG1	2642.838404	2341.300396	2128.983914	2883.670674	2842.468544	2746.981518
HPS5	736.0581747	661.005431	717.8634201	824.8511145	910.7478532	826.2858532
UPF3A	856.000802	841.1054615	880.4792768	977.0295286	1038.786977	1055.738087
PPP2R5D	757.5863386	737.6437418	757.4475431	625.2547886	580.0728991	600.7007919
VCL	8737.359085	8511.642397	8097.62776	9515.561854	9545.038319	9398.518184
NUDC	1862.698751	2140.12483	2085.120426	1618.825449	1715.724256	1771.164996
PIM1	95.33901148	87.17607858	103.7745928	54.03436445	46.76211471	52.85135723
FOXO3	1362.425229	1226.212973	1117.984015	1499.729299	1598.81897	1463.080255
